id,country,level1_name,level2_name,level3_name,lat,lon,ma_name,ma_area,ma_status,reserves,reserve_status,username,submissionid,updatedat,startformtimestamp,endformtimestamp,2_affiliation,3_community,5_hh_status,6_gender,8_religion,8_religion_other,9_region_member,9_region_name,10_mpa_important,11a_months_farming,11a_income_farming,11b_months_harvesting,11b_income_harvesting,11c_months_fishing_artisanal,11c_income_fishing_artisanal,11d_months_fishing_industrial,11d_income_fishing_industrial,11e_months_buying_trading,11e_income_buying_trading,11f_months_processing,11f_income_processing,11g_months_aquaculture,11g_income_aquaculture,11h_months_extraction,11h_income_extraction,11i_months_tourism,11i_income_tourism,11j_months_other_wage,11j_income_other_wage,11k_other_source,11k_months_other,11k_income_other,12a_fishing_men,12b_fishing_women,12c_fishing_children,13a_processing_men,13b_processing_women,13c_processing_children,14_responsibilities_other,16_hh_main_fisher,16_hh_other_fisher,17_fishing_low_profit,18_fishing_high_profit,19_current_fish_catch,20a_gear_hand,20b_gear_stationary_net,20c_gear_mobile_net,20d_gear_stationary_line,20e_gear_mobile_line,20f_gear_explosives,20g_gear_other,21_boat_owner_status,22_catch_5yrs,23_job_secure,24a_item_radio_no,24a_item_radio_value,24b_item_tv_no,24b_item_tv_value,24c_item_satellite_no,24c_item_satellite_value,24d_item_phone_no,24d_item_phone_value,24e_item_washing_maching_no,24e_item_washing_machine_value,24f_item_generator_no,24f_item_generator_value,24g_item_fridge_no,24g_item_fridge_value,24h_item_motorboat_no,24h_item_motorboat_value,24i_item_outboard_no,24i_item_outboard_value,24j_item_inboard_no,24j_item_inboard_value,24k_item_sailboat_no,24k_item_sailboat_value,24l_item_bicycle_no,24l_item_bicycle_value,24m_item_motorcycle_no,24m_item_motorcycle_value,24n_item_car_no,24n_item_car_value,24o_item_internet_no,24o_item_internet_value,24p_item_other_no,24p_item_other_specify,24p_item_other_value,25a_financial_bank,25b_financial_micro,25c_financial_ngo,25d_financial_lender,25e_financial_insurance,25f_financial_other,26_fishing_income_save,27a_emergency_personal,27b_emergency_family,27c_emergency_friend,27d_emergency_entrepreneur,27e_emergency_savings_club,27f_emergency_lender,27g_emergency_commercial_ind,27h_emergency_commercial_group,27i_emergency_microfinance_ind,27j_emergency_microfinance_group,27k_emergency_ngo_ind,27l_emergency_ngo_group,27m_emergency_insurance,27n_emergency_other,28_buyer_loans,28_loan_purpose,29_family_income,30_trust_local_decision,30_trust_regional_decision,30_trust_community,30_trust_village_alert,30_trust_religious_leaders,30_trust_ngo,30_trust_fishers_community,30_trust_fishers_other,30_trust_community_neighbors,31_my_community_ability,32_fishery_benefit_equal,33_ma_familiar,34_gear_restrictions,35a_ma_gear_nets,35b_ma_gear_dynamite,35c_ma_gear_hookline,35d_ma_gear_harpoon,35e_ma_gear_trawl,35f_ma_gear_mosquito,35g_ma_gear_poison,35h_ma_gear_gillnet,35i_ma_gear_gamboa,35j_ma_gear_quinia,35k_ma_gear_other,36_fish_size_restriction,37_fish_catch,37_ability_min_size,37_ability_max_size,38_reserve_fishing_allowed,39_ma_boundaries_aware,40_reserve_boundaries_aware,41_ma_fishers_allowed,42a_problem_regulation,42b_problem_restricted_gear,42c_problem_undersize,42d_problem_inside_reserve,42e_problem_unauthorized,43_ma_benefits,43_ma_benefits_opinion,46_represent_interests,47_represent_contributions,49_enforcement_responsible,50_ma_punishment,51a_fishers_gear_not_permitted,51b_fishers_reserves,51c_fishers_ma_area,51d_fishers_violate_fish_size,51e_fishers_caught,52_ma_benefit_5yrs,53_encourage_regulations,54_food_availability,55_worry_food,56_reduce_meal_size_adult,57_reduce_meal_size_frequency,58_reduce_meal_size_child,59_food_procurement,60_hh_fish_consumption,61a_current_regulations,61b_catch_recording,61c_community_participation,61d_strong_enforcement,61e_violations_decrease_profit,61f_rights_distribution_fair,61g_fishing_change_behavior,61h_individual_behavior,61i_help_neighbors,62_reserve_compliance,63_fishing_in_reserve,63_times_fishing_reserve,64_wrong_fishing_reserve,65_no_wrong_fishing_reserve,66_response_fishing_reserve,66_reaction_fishing_reserve,67_reserve_boundry,68_fish_eaten,68_fish_sold,70_hh_average_income,71_post_hours_man,71_post_income_man,71_post_hours_woman,71_post_income_woman,72_current_economic,73_future_economic,74_housing_costs,75_luxury_goods,76_fishing_costs,77_hh_ends_meet,78_financial_decisions,79_allow_reinterview,79_interview_years,level4_name,35e_ma_gear_traps,35f_ma_gear_longline,35g_ma_gear_other,35a_ma_gear_gillnet,35b_ma_gear_loop,35d_ma_gear_matapi,35e_ma_gear_longline,35f_ma_gear_handline,35g_ma_gear_rag,35h_ma_gear_trawl,35i_ma_gear_mesh,35j_ma_gear_poison,35k_ma_gear_net,35l_ma_gear_cover,35m_ma_gear_corral,35n_ma_gear_bacamento,35o_ma_gear_other,ma_gear_other_desc,35k_ma_gear_other_desc
10698,HND,Cortés,Omoa,NA,15.679085,-88.139079,Omoa,42345,Proposed,1,Proposed,mar@rare.org,4dbd4cac-5a35-45c3-90c6-74c37868c407,2019-11-13T09:20:56,2019-11-13T09:20:53,2019-11-13T09:20:56,Other,Masca,Household head,M,Christian,,0,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,20,NA,NA,NA,NA,NA,NA,NA,NA,Trabaja en Mototaxi,11,80,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,1,NA,1,NA,0,0,1,NA,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Sufficient,5,5,4,5,5,5,5,5,4,Neither,1,1,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,1,1,NA,NA,0,,,,Subnational Government,,NA,NA,NA,NA,NA,,Never,Good,Sometimes,0,,0,Confident not,Few,5,5,4,4,NA,NA,NA,NA,5,,NA,NA,,NA,NA,,NA,NA,NA,3750,9,3500,0,0,,,300,0,0,Fairly easy,Myself,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10710,HND,Cortés,Omoa,NA,15.700578,-88.107018,Omoa,42345,Proposed,1,Proposed,mar@rare.org,a6a30aaa-7d5e-4dae-9ea8-8d23da24f4b1,2019-11-13T09:27:21,2019-11-13T09:27:14,2019-11-13T09:27:21,Other,Muchilena,Household head,M,Christian,,1,muchilena,1,12,50,NA,NA,12,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,0,0,0,1,0,,Independently,,A few times,More than 1-2 times per week,Declined a lot,1,1,0,0,0,0,0,Own,Stays the same,0,1,NA,1,NA,0,0,1,NA,0,0,0,0,2,NA,0,0,0,0,0,0,1,NA,1,NA,0,0,1,NA,0,0,0,,0,1,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Tight,5,3,5,5,4,5,5,4,4,Neither,1,1,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,0,0,NA,NA,1,A vera mas pescado,,,"National Government,Subnational Government",,NA,NA,NA,NA,NA,,Often,OK,Sometimes,0,,0,Very confident not,More than few per week,5,5,5,5,NA,5,5,5,5,,NA,NA,,NA,NA,,NA,21,100,1250,0,0,2,100,Much worse,Slightly better,500,0,500,Easy,Both,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10760,HND,Cortés,Omoa,NA,15.679085,-88.139079,Omoa,42345,Proposed,1,Proposed,mar@rare.org,c7f13c1e-306c-4574-a715-4b0a1d2c900d,2019-11-13T09:46:15,2019-11-13T09:46:11,2019-11-13T09:46:15,Other,Masca,Household head,M,Christian,,1,masca,1,12,50,NA,NA,12,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,2,0,0,2,0,0,,Independently,,1-2 per week,More than 1-2 times per week,Declined a lot,0,1,0,1,0,0,0,Employee,Stays the same,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Tight,5,5,5,5,5,5,5,5,5,Neither,1,1,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,0,0,NA,NA,0,,,,Subnational Government,,NA,NA,NA,NA,NA,,Often,OK,Sometimes,0,,0,Very confident not,More than few per week,5,5,5,5,NA,5,5,5,5,,NA,NA,,NA,NA,,NA,21,100,1250,2,0,0,0,Much worse,Neither,1500,0,200,With difficulty,Both,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10777,HND,Cortés,Omoa,NA,15.679085,-88.139079,Omoa,42345,Proposed,1,Proposed,mar@rare.org,910de15e-9eb7-4336-b40b-332a3d33d4db,2019-11-13T09:53:54,2019-11-13T09:53:50,2019-11-13T09:53:54,Other,Masca,Parent,F,Christian,,1,masca,1,NA,NA,NA,NA,12,50,NA,NA,12,30,12,20,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,5,0,0,0,3,0,,Enterprise owner,,1-2 per week,A few times per month,Declined a lot,1,1,0,0,0,0,0,Own,Declines a lot,0,1,NA,1,NA,0,0,1,NA,0,0,0,0,2,NA,0,0,0,0,0,0,1,NA,1,NA,1,NA,1,NA,0,0,0,no hay mas,0,1,0,0,0,0,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,para compra de producto,Tight,1,1,1,1,3,5,3,3,1,Neither,1,1,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,1,1,NA,NA,1,Se cuida para que haiga abundancia,,,Fisheries Management Body,,NA,NA,NA,NA,NA,,Sometimes,Rather bad,Often,0,,0,Confident not,More than few per week,5,5,5,5,NA,5,5,5,5,,NA,NA,,NA,NA,,NA,12,47,7500,5,2000,5,2000,Neither,Neither,0,200,400,With difficulty,Both,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10778,HND,Cortés,Omoa,NA,15.679085,-88.139079,Omoa,42345,Proposed,1,Proposed,mar@rare.org,bea6ce0a-e9d6-423f-9edc-9d183d232b0c,2019-11-13T09:54:06,2019-11-13T09:54:02,2019-11-13T09:54:06,Other,Masca,Household head,F,Christian,,1,masca,1,12,30,NA,NA,12,30,NA,NA,12,20,12,20,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,6,0,0,0,2,0,,Enterprise owner,,A few times,A few times per month,Declined a lot,1,1,0,0,0,0,0,Own,Declines a lot,0,0,0,1,NA,0,0,1,NA,1,NA,0,0,2,NA,0,0,0,0,0,0,2,NA,1,NA,0,0,1,NA,1,NA,0,no hay mas,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,para invertirlo en negocio,Tight,3,3,1,5,1,3,5,5,1,Agree,1,1,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,1,1,NA,NA,1,Vamos a tener una buena producción,,,No enforcement system,,NA,NA,NA,NA,NA,,Very often,Very bad,Often,1,Some months,1,Uncertain,Few per week,3,4,5,5,NA,3,4,4,5,,NA,NA,,NA,NA,,NA,4,200,3750,0,0,4,800,Slightly better,Much worse,2000,200,2000,With great difficulty,Myself,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10782,HND,Cortés,Omoa,NA,15.700578,-88.107018,Omoa,42345,Proposed,1,Proposed,mar@rare.org,63d68448-d35d-4cd3-9729-6a021720802e,2019-11-13T09:54:44,2019-11-13T09:54:40,2019-11-13T09:54:44,Other,Muchilena,Household head,M,Christian,,1,muchilena,1,NA,NA,NA,NA,12,40,NA,NA,12,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,carpintero,6,20,2,0,0,2,2,0,,Independently,,1-2 per week,A few times per month,Declined a lot,1,1,0,0,0,0,0,Own,Stays the same,0,0,0,1,NA,0,0,1,NA,0,0,0,NA,1,NA,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Tight,5,5,5,5,5,5,3,3,3,Strongly agree,1,1,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,1,1,NA,NA,0,,,,Subnational Government,,NA,NA,NA,NA,NA,,Often,Rather bad,Often,1,One or two months,0,Uncertain,Few,5,5,5,5,NA,5,5,5,5,,NA,NA,,NA,NA,,NA,42,75,3750,4,1600,2,800,Neither,Much worse,1200,200,2000,With difficulty,Myself,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10803,HND,Islas de la Bahía,Guanaja,NA,16.502378,-85.87386,Guanaja,216463,Proposed,2,Established by FF,mar@rare.org,8a44eb0e-a8e1-463d-b0c9-9bd160ae718b,2019-11-13T10:02:46,2019-11-13T10:02:42,2019-11-13T10:02:46,Community Member,Mangrove Bight,Household head,M,Christian,,1,ISLAS DE LA BAHIA,1,NA,NA,NA,NA,12,60,NA,NA,NA,NA,NA,NA,NA,NA,6,40,NA,NA,NA,NA,,NA,NA,1,0,0,1,0,0,,Independently,,Once or never,More than 1-2 times per week,Declined slightly,1,1,0,0,0,0,0,Own,Declines a lot,0,1,NA,1,NA,1,NA,1,NA,0,1,0,1,1,NA,1,NA,0,1,0,1,1,NA,1,NA,0,1,0,1,1,NA,NA,,NA,1,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"para compra de hielo, cordel, anzuelos, carnada",Tight,1,1,1,1,1,1,1,1,1,Strongly agree,1,1,1,Not permitted,Not permitted,Not permitted,Not permitted,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,Strongly agree,10,No restrictions,NA,1,1,1,1,1,Que los pescadores aprenden a respetar las leyes,,,Subnational Government,No punishment,4,3,0,NA,1,Yes,Often,Good,Never,0,,0,Confident not,Few per month,5,5,5,4,NA,4,4,4,4,3. La captura de los pescadores aumentará,0,NA,4. Muy malo,9,0,,1,7,120,7500,5,5000,0,0,Slightly worse,Neither,2300,700,1800,With difficulty,Both,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10838,HND,Islas de la Bahía,Guanaja,NA,16.448128,-85.891492,Guanaja,216463,Proposed,2,Established by FF,mar@rare.org,9df3b3c5-1b8a-45c8-aa97-132a7710b139,2019-11-13T10:16:58,2019-11-13T10:16:54,2019-11-13T10:16:58,Community Member,El Pelicano,Household head,M,Christian,,1,ISLAS DE LA BAHIA,1,NA,NA,NA,NA,12,90,NA,NA,NA,NA,NA,NA,NA,NA,3,10,NA,NA,NA,NA,,NA,NA,1,0,0,1,0,0,,Independently,,Once or never,1-2 per week,Declined slightly,1,0,0,0,0,0,0,Own,Declines slightly,1,1,NA,1,NA,1,NA,2,NA,0,1,0,0,1,NA,1,NA,0,1,0,1,1,NA,0,1,0,1,0,1,2,NA,NA,,NA,1,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Sufficient,1,3,2,3,4,3,2,3,3,Strongly agree,1,1,1,Not permitted,Not permitted,Not permitted,Not permitted,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,Strongly agree,10,No restrictions,NA,1,1,1,1,1,Se mantiene un área con producto y se dan proyectos para pescadores,,,Subnational Government,Weak,0,0,0,NA,0,Unsure,Never,Good,Never,0,,0,Confident not,Few per month,5,4,5,4,NA,5,4,4,4,2. La captura de los pescadores seguirá igual,0,NA,1. Nada malo,5,0,,1,7,110,30000,3,2600,0,0,Slightly worse,Slightly worse,3800,1000,2900,Easy,Both,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10851,HND,Islas de la Bahía,Guanaja,NA,16.485041,-85.8562,Guanaja,216463,Proposed,2,Established by FF,mar@rare.org,57efb6a9-ed3b-4221-9667-46518dcb8e60,2019-11-13T10:21:51,2019-11-13T10:21:47,2019-11-13T10:21:51,Community Member,Savannah Bight,Household head,M,Christian,,0,,1,NA,NA,NA,NA,8,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,30,,NA,NA,1,0,0,1,0,0,,Independently,,Once or never,A few times per month,Declined slightly,1,0,0,0,0,0,0,Rent,Declines slightly,0,0,1,1,NA,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,,NA,1,0,0,0,0,,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,Sufficient,4,4,4,1,5,3,3,3,3,Neither,0,1,1,Not permitted,Not permitted,Permitted,Not permitted,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,Neither,10,,NA,1,1,1,1,1,Si la comunidad participará nosotros mismos cuidáremos,Neither,Neither,Subnational Government,No punishment,1,3,2,NA,1,Unsure,Rarely,Good,Never,0,,0,Confident not,Few,5,5,5,5,NA,5,5,5,5,3. La captura de los pescadores aumentará,NA,NA,4. Muy malo,5,1,1. No aplicaría ninguna sanción,1,0,10,3750,8,2000,0,0,Neither,Slightly better,3000,1000,0,Easy,Myself,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10868,HND,Islas de la Bahía,Guanaja,NA,16.502378,-85.87386,Guanaja,216463,Proposed,2,Established by FF,mar@rare.org,cdfbca06-7524-4457-9ba5-1cdb907230af,2019-11-13T10:26:06,2019-11-13T10:26:02,2019-11-13T10:26:06,Community Member,Mangrove Bight,Spouse,F,Christian,,0,,1,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,100,,NA,NA,4,0,0,NA,1,0,,Other,pesca para consumo,Once or never,A few times,,NA,NA,NA,NA,NA,NA,NA,Own,Improves slightly,0,0,1,0,0,0,0,1,NA,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,,NA,1,0,NA,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,Sufficient,5,4,4,1,5,4,4,4,5,Neither,0,1,1,Not permitted,Not permitted,Permitted,Not permitted,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,Agree,8,Community only,NA,1,1,1,1,0,,Neither,Neither,Subnational Government,No punishment,1,0,0,NA,0,Unsure,Sometimes,Good,Never,0,,0,Confident not,Once or never,1,3,4,5,NA,3,0,0,5,3. La captura de los pescadores aumentará,0,NA,4. Muy malo,5,0,,1,6,0,7500,8,0,2,0,Slightly better,,3000,1800,0,Easy,Both,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10926,HND,Islas de la Bahía,Guanaja,NA,16.485041,-85.8562,Guanaja,216463,Proposed,2,Established by FF,mar@rare.org,007ab15c-e458-47fb-875c-ca6d615cde19,2019-11-13T10:44:31,2019-11-13T10:44:27,2019-11-13T10:44:31,Community Member,Savannah Bight,,M,Christian,,0,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,100,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,0,1,0,1,0,1,1,NA,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,NA,NA,,NA,1,0,0,0,0,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,Sufficient,5,5,5,4,5,5,3,3,3,Neither,0,1,1,Not permitted,Not permitted,Permitted,Not permitted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither,3,Community only,NA,1,1,1,1,0,,Neither,Neither,Subnational Government,No punishment,2,1,1,NA,1,Unsure,Never,Good,Never,0,,0,Certain,Once or never,0,0,0,5,NA,NA,NA,NA,5,4. No sabe,0,NA,3. Moderadamente malo,1,0,,1,NA,NA,7500,0,0,0,0,,,3800,400,0,Easy,Myself,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10934,HND,Islas de la Bahía,Guanaja,NA,16.485041,-85.8562,Guanaja,216463,Proposed,2,Established by FF,mar@rare.org,73a9a890-bf55-4dea-ab6e-1acaebe54c4b,2019-11-13T10:45:43,2019-11-13T10:45:39,2019-11-13T10:45:43,Community Member,Savannah Bight,Household head,M,Christian,,0,,1,NA,NA,NA,NA,4,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,75,,NA,NA,1,0,0,1,0,0,,Independently,,Once or never,A few times per month,Stayed the same,1,0,0,0,0,0,0,Rent,Stays the same,0,0,0,0,1,0,1,1,NA,1,NA,0,1,0,1,0,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0,1,NA,,NA,1,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,Sufficient,4,3,4,3,4,4,3,4,4,Neither,0,1,1,Not permitted,Not permitted,Permitted,Not permitted,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,Neither,5,Community only,NA,1,1,1,1,1,Así todo respetaríamos y pescáramos solo lo necesario,Neither,Neither,Subnational Government,No punishment,1,1,1,NA,1,Unsure,Never,Good,Never,0,,0,Confident not,Once or never,4,3,4,4,NA,4,5,5,5,4. No sabe,0,NA,1. Nada malo,2,0,,1,3,15,7500,8,1500,0,0,Neither,Slightly worse,1200,800,0,Easy,Both,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10957,HND,Cortés,Omoa,NA,15.716164,-88.214021,Omoa,42345,Proposed,1,Proposed,gstoyle@rare.org,240601b0-0b06-4d5c-992e-94287491f5e0,2019-11-13T12:50:26,2019-11-13T12:50:23,2019-11-13T12:50:26,Other,Barra Motagua,Household head,M,Christian,,1,barra del motaua,1,4,50,NA,NA,6,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,1,0,0,0,1,0,,Independently,,Once or never,A few times per month,Declined a lot,1,1,0,0,0,0,0,Own,Declines a lot,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Insufficient,3,3,4,5,3,3,3,3,3,Neither,1,1,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,1,1,NA,NA,1,Tendrían mas producción,,,Subnational Government,,NA,NA,NA,NA,NA,,Rarely,Very bad,Sometimes,0,,0,Uncertain,Once or never,4,4,4,3,NA,3,3,3,4,,NA,NA,,NA,NA,,NA,10,20,7500,10,2000,1,1500,Much worse,Much worse,220,0,2000,Fairly easy,Both,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10970,HND,Islas de la Bahía,Guanaja,NA,16.502378,-85.87386,Guanaja,216463,Proposed,2,Established by FF,gstoyle@rare.org,7dc2f78c-7e1d-4e17-ad07-a10270c4fa93,2019-11-13T12:55:14,2019-11-13T12:55:11,2019-11-13T12:55:14,Community Member,Mangrove Bight,Household head,M,Christian,,0,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,100,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,NA,1,NA,1,NA,0,0,1,NA,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,,NA,1,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,,Tight,3,3,2,3,3,3,3,3,3,,NA,1,1,Not permitted,Not permitted,Permitted,Not permitted,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,Neither,10,Community only,NA,0,0,0,0,1,Para tener alimentos en el futuro,Neither,Neither,National Government,No punishment,1,1,2,NA,0,Unsure,Never,Very good,Never,0,,0,Very confident not,Few,5,5,5,5,NA,NA,NA,NA,5,4. No sabe,0,NA,3. Moderadamente malo,10,0,,0,NA,NA,7500,0,0,0,0,,,3500,1200,0,Easy,Myself,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11245,HND,Cortés,Puerto Cortés,NA,15.886674,-87.859082,Puerto Cortés,99264,Proposed,2,Proposed,mar8@rare.org,939ac9b9-efa8-4811-9f6f-4c08cf55ec68,2019-11-19T13:31:05,2019-11-16T11:40:59,2019-11-19T13:31:05,RARE,Bajamar,Household head,M,Christian,,1,bajamar,1,NA,NA,NA,NA,12,50,NA,NA,12,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,2,0,0,2,0,0,,Independently,,1-2 per week,More than 1-2 times per week,Declined a lot,1,1,0,0,0,0,0,Own,Stays the same,1,1,NA,1,NA,0,0,1,NA,0,0,0,0,1,NA,1,NA,1,NA,0,0,1,NA,1,NA,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Tight,5,5,5,5,5,5,5,5,5,Neither,1,1,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,1,1,NA,NA,0,,,,Subnational Government,,NA,NA,NA,NA,NA,,Often,OK,Sometimes,1,Some months,0,Confident not,Few per week,5,5,5,5,NA,5,5,5,5,,NA,NA,,NA,NA,,NA,14,80,3750,6,420,0,0,Much worse,Slightly better,3500,0,800,With difficulty,Both,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11250,HND,Cortés,Puerto Cortés,NA,15.886674,-87.859082,Puerto Cortés,99264,Proposed,2,Proposed,mar8@rare.org,0276ca26-61a8-44fc-8e53-34ade8054270,2019-11-19T13:32:03,2019-11-14T10:42:03,2019-11-19T13:32:03,Other,Bajamar,Spouse,F,Christian,,1,bajamar,1,NA,NA,NA,NA,12,45,NA,NA,12,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vende tortilla,12,15,2,0,0,2,0,0,,Independently,,1-2 per week,More than 1-2 times per week,Declined a lot,1,1,0,0,0,0,0,Own,Stays the same,0,1,NA,1,NA,0,0,0,0,0,0,0,0,1,NA,1,NA,1,NA,0,0,1,NA,1,NA,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Tight,5,5,5,5,5,5,5,5,5,Neither,1,1,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,1,1,NA,NA,0,,,,Subnational Government,,NA,NA,NA,NA,NA,,Often,OK,Sometimes,1,Some months,0,Confident not,More than few per week,5,5,5,5,NA,5,5,5,5,,NA,NA,,NA,NA,,NA,15,80,3750,2,500,0,0,Slightly worse,Slightly better,3500,0,500,With difficulty,Both,1,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
