"x1","submissionid","country","level1_name","level2_name","level3_name","level4_name","level4_id","lat","lon","ma_name","ma_area","ma_status","reserves","reserve_status","x2_affiliation","x3_community","x5_hh_status","x6_gender","x8_religion","x8_religion_other","x9_region_member","x9_region_name","x44_meeting_attendance","x45_leadership_position","x48_enforcement_participation","x53_encourage_regulations","x61g_fishing_change_behavior","x43_ma_benefits","x46_represent_interests","x52_ma_benefit_5yrs","x61a_current_regulations","x61f_rights_distribution_fair","x11a_income_farming","x11a_months_farming","x11b_income_harvesting","x11b_months_harvesting","x11c_income_fishing_artisanal","x11c_months_fishing_artisanal","x11d_income_fishing_industrial","x11d_months_fishing_industrial","x11e_income_buying_trading","x11e_months_buying_trading","x11f_income_processing","x11f_months_processing","x11g_income_aquaculture","x11g_months_aquaculture","x11h_income_extraction","x11h_months_extraction","x11i_income_tourism","x11i_months_tourism","x11j_income_other_wage","x11j_months_other_wage","x11k_income_other","x11k_months_other","x11k_other_source","x12a_fishing_men","x12b_fishing_women","x12c_fishing_children","x19_current_fish_catch","x22_catch_5yrs","x23_job_secure","x26_fishing_income_save","x28_buyer_loans","x29_family_income","x30_trust_community","x30_trust_community_neighbors","x30_trust_fishers_community","x30_trust_fishers_other","x30_trust_local_decision","x30_trust_ngo","x30_trust_regional_decision","x30_trust_religious_leaders","x30_trust_village_alert","x31_my_community_ability","x38_reserve_fishing_allowed","x39_ma_boundaries_aware","x40_reserve_boundaries_aware","x49_enforcement_responsible","x50_ma_punishment","x51a_fishers_gear_not_permitted","x51b_fishers_reserves","x51c_fishers_ma_area","x51d_fishers_violate_fish_size","x51e_fishers_caught","x55_worry_food","x56_reduce_meal_size_adult","x59_food_procurement","x60_hh_fish_consumption","x61b_catch_recording","x61c_community_participation","x61d_strong_enforcement","x61h_individual_behavior","x61i_help_neighbors","x66_reaction_fishing_reserve","x66_response_fishing_reserve","x62_reserve_compliance","x63_fishing_in_reserve","x64_wrong_fishing_reserve","x21_boat_owner_status","x44_scaled","x45_scaled","x48_scaled","x53_scaled","x61g_scaled","x43_scaled","x46_scaled","x52_scaled","x61a_scaled","x61f_scaled","eng_sum","agree_sum","eng_mean","agree_mean"
4221,"9b30e593-5b19-4c7f-8438-aa5b15b4799e","MOZ","Inhambane","Massinga",NA,"Pomene",236,-22.906747,35.556889,"Pomene",6893,"Proposed",3,"Proposed","Student","Pomene","Household head","M","Christian",NA,1,"Massinga Malamba",1,1,1,0,4,1,1,1,5,5,NA,NA,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,"Declined slightly","Improves slightly",1,0,0,"Tight",5,5,5,4,4,4,5,4,5,"Agree",0,"Agree",10,"Fisheries Management Body","Severe",0,0,0,0,0,"Sometimes",0,"Uncertain","Few",5,4,5,5,5,NA,NA,NA,NA,NA,"Own",0.976564042877258,1.81417467801027,1.97951215663525,0.0208472915768021,0.0309160275647251,0.862510451458583,0.590005956520217,0.856123921978765,1.25304740683387,1.33807879441758,4.8220141966643,4.89976653120902,0.964402839332861,0.979953306241804
4223,"9b32b746-be8f-4942-9343-10da85f566dc","HND","Colón","Trujillo",NA,"Moradel",2976,NA,NA,NA,NA,NA,NA,NA,"Community Member","Moradel","Spouse","F","Christian",NA,1,"Trujillana",-1,-1,-1,-1,4,0,-1,0,2,2,50,6,NA,NA,15,3,NA,NA,35,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,"Declined slightly","Stays the same",0,0,0,"Tight",3,1,2,1,2,4,1,3,2,"Neither",1,"Disagree",5,"Subnational Government","Moderate",5,3,3,NA,0,"Sometimes",0,"Confident not","Few per week",3,4,5,4,4,"negative informal sanction",1,"0",0,"5","Collective",-1.0864622756227,-0.612178288310995,-0.603141680570095,-0.925577200516999,0.0309160275647251,-1.144450321836,-2.77529724932395,-0.863467648623278,-2.08916357218526,-1.92449659270179,-3.19644341745607,-8.79687538467026,-0.639288683491214,-1.75937507693405
4224,"9b38ef9e-7d56-45ce-b3b7-9f4194a3b7f0","PHL","Western Visayas","Antique",NA,"Mag-Aba",2047,11.744499,122.054635,"Antique_Pandan",18757,"Proposed",1,"Proposed","Surveyor","Mag-Aba","Household head","M","Christian",NA,1,"Antique",1,-1,1,1,5,1,0,1,5,5,NA,NA,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Declined a lot","Declines a lot",0,0,0,"Insufficient",5,3,5,3,5,5,5,5,5,"Agree",0,"Strongly agree",10,"Fisheries Management Body","Strong",0,0,0,0,0,"Often",0,"Uncertain","Few per week",5,5,5,5,5,"Negative formal sanction",1,"1",0,"5","Collective",0.976564042877258,-0.612178288310995,1.97951215663525,0.967271783670603,1.24813201548917,0.862510451458583,-1.09264564640186,0.856123921978765,1.25304740683387,1.33807879441758,4.55930171036129,3.21711492828694,0.911860342072258,0.643422985657387
4225,"9b47bea8-3029-4907-b092-5373806a59e3","BRA","Pará","Curuçá",NA,"Algodoalzinho",2255,-0.721442,-47.949731,"RESEX Mãe Grande de Curuça",37062,"Strengthened by FF",0,NA,"Surveyor","Algodoalzinho","Household head","F","Católico",NA,0,NA,1,-1,-1,1,3,0,1,1,3,3,25,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,"Declined a lot","Declines a lot",1,0,0,"Tight",3,5,4,4,4,2,3,4,3,"Agree",0,"Neither",6,"National Government","Moderate",3,2,6,3,3,"Often",0,"Uncertain","Once or never",3,3,3,3,3,NA,NA,NA,NA,NA,"Own",0.976564042877258,-0.612178288310995,-0.603141680570095,0.967271783670603,-1.18629996035972,-1.144450321836,0.590005956520217,0.856123921978765,-0.975093245845545,-0.836971463662,-0.457784102692949,-1.51038515284456,-0.0915568205385899,-0.302077030568912
4226,"9b497d33-12a8-4a9a-967f-fdd6ed9721fa","MOZ","Inhambane","Inharrime",NA,"Zavora",235,-24.519639,35.194556,"Zavora",9597,"Proposed",3,"Proposed","RARE","Zavora","Household head","M","Christian",NA,1,"Jamgano",1,1,1,1,4,1,1,1,4,4,NA,NA,NA,NA,100,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Improved slightly","Improves slightly",1,0,0,"Sufficient",4,4,4,4,4,4,4,4,4,"Agree",0,"Agree",7,NA,"Moderate",0,0,10,8,10,"Never",0,"Confident not","Few per week",4,4,4,4,4,NA,NA,NA,NA,NA,"Collective",0.976564042877258,1.81417467801027,1.97951215663525,0.967271783670603,0.0309160275647251,0.862510451458583,0.590005956520217,0.856123921978765,0.138977080494165,0.250553665377789,5.76843868875811,2.69817107582952,1.15368773775162,0.539634215165904
4228,"9b5fb992-29e1-43f9-bbf6-53466cff1229","PHL","Western Visayas","Antique",NA,"Abiera",2164,11.572117,122.112752,"Antique_Sebaste",6002,"Proposed",0,"Proposed","Surveyor","Abiera","Household head","M","Christian",NA,1,"antique",1,-1,-1,0,5,1,1,1,5,5,30,12,NA,NA,50,12,30,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,12,"construction",1,NA,NA,"Declined slightly","Stays the same",1,0,1,"Tight",5,5,5,5,5,5,5,5,4,"Strongly agree",0,"Agree",7,"Fisheries Management Body","Severe",0,6,5,3,3,"Sometimes",0,"Confident not","More than few per week",4,5,5,5,5,"Negative formal sanction",1,"1",0,"5","Collective",0.976564042877258,-0.612178288310995,-0.603141680570095,0.0208472915768021,1.24813201548917,0.862510451458583,0.590005956520217,0.856123921978765,1.25304740683387,1.33807879441758,1.03022338106214,4.89976653120902,0.206044676212428,0.979953306241804
4230,"9b6c4e82-d05d-4f15-9af6-1bed37023eba","BRA","Pará","Soure",NA,"Pacoval",2315,-0.716,-48.509056,"RESEX Soure",27464,"Strengthened by FF",0,NA,"Surveyor","Pacoval","Household head","F","Evangélico",NA,0,NA,-1,-1,-1,0,5,1,-1,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,"Stayed the same","Declines slightly",1,1,0,"Tight",4,2,3,1,2,5,4,5,3,"Strongly agree",-1,"Agree",0,"National Government","Severe",0,0,6,6,4,"Sometimes",1,"Very confident not","Few per week",4,4,5,5,5,NA,NA,NA,NA,NA,"Own",-1.0864622756227,-0.612178288310995,-0.603141680570095,0.0208472915768021,1.24813201548917,0.862510451458583,-2.77529724932395,0.856123921978765,-0.975093245845545,1.33807879441758,-1.03280293743782,-0.693677327314566,-0.206560587487565,-0.138735465462913
4233,"9b787636-02b7-4c5f-97e0-699895bf4c79","PHL","Caraga","Surigao del Norte",NA,"Talisay (Pob.)",2116,9.976769,126.035838,"SDN_SanBenito",37633,"Proposed",1,"Proposed","Surveyor","Talisay (Pob.)","Household head","M","Christian",NA,1,"Caraga",1,-1,-1,-2,2,1,1,0,3,3,NA,NA,NA,NA,100,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Improved slightly","Stays the same",1,0,0,"Insufficient",3,3,3,3,3,3,3,3,3,"Strongly agree",0,"Agree",10,"National Government","Strong",NA,NA,NA,NA,NA,"Sometimes",1,"Confident not","Few per week",3,3,3,3,3,"1. Non-sanction",1,"1",0,"4","Not by boat",0.976564042877258,-0.612178288310995,-0.603141680570095,-1.8720016926108,-2.40351594828417,0.862510451458583,0.590005956520217,-0.863467648623278,-0.975093245845545,-0.836971463662,-4.5142735668988,-1.22301595015202,-0.90285471337976,-0.244603190030404
4234,"9b7a7adc-49bc-4cb5-91fd-7cbf093c0e93","BRA","Pará","Viseu",NA,"Fernandes Belo",2271,-1.087231,-46.341484,"RESEX Gurupi-Piriá",74081,"Strengthened by FF",0,NA,"Surveyor","Fernandes Belo","Household head","M","Católico",NA,0,NA,1,-1,-1,1,3,0,1,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Declined slightly","Improves slightly",1,0,1,"Tight",5,1,5,5,5,5,5,4,4,"Agree",-1,"Neither",0,"National Government","Weak",8,0,0,10,0,"Sometimes",0,"Confident not","Few per month",4,4,5,3,3,NA,NA,NA,NA,NA,"Collective",0.976564042877258,-0.612178288310995,-0.603141680570095,0.967271783670603,-1.18629996035972,-1.144450321836,0.590005956520217,0.856123921978765,0.138977080494165,-0.836971463662,-0.457784102692949,-0.396314826504849,-0.0915568205385899,-0.0792629653009699
4235,"9b7f64d2-b0f7-4451-86d9-96066fe152f6","HND","Islas de la Bahía","Guanaja",NA,"Mangrove Bight",600,16.502378,-85.87386,"Guanaja",216463,"Proposed",2,"Established by FF","Community Member","Mangrove Bight","Household head","M","Christian",NA,0,NA,-1,-1,-1,-1,5,1,0,0,3,3,NA,NA,NA,NA,NA,NA,100,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Declined slightly","Declines slightly",1,1,0,"Tight",5,3,3,3,1,3,1,5,2,"Neither",0,"Agree",NA,"Subnational Government","No punishment",5,5,1,NA,0,"Never",0,"Confident not","Few",3,3,3,5,5,NA,0,"1",NA,"3","Own",-1.0864622756227,-0.612178288310995,-0.603141680570095,-0.925577200516999,1.24813201548917,0.862510451458583,-1.09264564640186,-0.863467648623278,-0.975093245845545,-0.836971463662,-1.97922742953162,-2.9056675530741,-0.395845485906325,-0.581133510614821
4237,"9bb7d2e6-f42a-4af8-8158-4bf484827abd","MOZ","Nampula","Memba",NA,"Serissa",1143,-13.577402,40.584742,"Serissa",10759,"Proposed",0,"Proposed","RARE","memba","Household head","M","Muslim",NA,1,"sala",1,1,1,2,4,1,1,1,5,5,40,12,40,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Declined a lot","Declines a lot",1,1,1,"Sufficient",4,5,5,5,4,3,5,5,4,"Strongly agree",0,"Strongly agree",NA,"Fisheries Management Body","Severe",10,10,10,5,10,"Sometimes",1,"Certain","Few",5,4,5,4,4,"negative informal sanction",1,"1",0,"1","Own",0.976564042877258,1.81417467801027,1.97951215663525,1.9136962757644,0.0309160275647251,0.862510451458583,0.590005956520217,0.856123921978765,1.25304740683387,1.33807879441758,6.71486318085191,4.89976653120902,1.34297263617038,0.979953306241804
4238,"9bbd1be0-5155-4b9b-a33c-4b9624e249f0","PHL","Western Visayas","Antique",NA,"Union",1860,11.763381,121.896011,"Antique_Libertad",13066,"Established by FF",0,NA,"Surveyor","Union","Spouse","F","Christian",NA,1,"antique",1,-1,-1,1,4,0,1,1,4,5,NA,NA,NA,NA,70,12,70,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,12,"making jigger for sale.",1,NA,NA,"Declined slightly","Improves slightly",1,1,0,"Sufficient",4,4,4,5,5,5,5,5,5,"Agree",0,"Agree",10,"Subnational Government","Weak",0,0,0,0,0,"Sometimes",0,"Confident not","More than few per week",5,4,5,5,5,"Negative formal sanction",1,"1",0,"5","Own",0.976564042877258,-0.612178288310995,-0.603141680570095,0.967271783670603,0.0309160275647251,-1.144450321836,0.590005956520217,0.856123921978765,0.138977080494165,1.33807879441758,0.759431885231496,1.77873543157473,0.151886377046299,0.355747086314946
4239,"9bd0e872-475d-4730-a6ba-f43a48200525","PHL","Caraga","Surigao del Norte",NA,"San Jose (Pob.)",1767,9.870066,125.978372,"SDN_DelCarmen",5450,"Established by FF",3,"Strengthened by FF","Surveyor","San Jose (Pob.)","Household head","M","Christian",NA,1,"Region XIII- Caraga",-1,-1,-1,1,4,0,1,1,4,4,NA,NA,NA,NA,NA,NA,50,4,100,5,NA,NA,NA,NA,NA,NA,NA,NA,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Tight",3,3,3,3,4,4,3,4,4,"Agree",0,"Agree",10,"Fisheries Management Body","Strong",0,0,0,0,0,"Sometimes",0,"Uncertain","More than few per week",4,4,4,NA,4,NA,0,"1",0,"3",NA,-1.0864622756227,-0.612178288310995,-0.603141680570095,0.967271783670603,0.0309160275647251,-1.144450321836,0.590005956520217,0.856123921978765,0.138977080494165,0.250553665377789,-1.30359443326847,0.691210302534939,-0.260718886653693,0.138242060506988
4240,"9bd1fe85-02d1-4689-a2a5-a7247eecc4a5","PHL","Caraga","Surigao del Norte",NA,"Jubang",1747,9.775481,126.015072,"SDN_Dapa",67626,"Established by FF",3,"Strengthened by FF","Surveyor","Jubang","Parent","F",NA,NA,1,"Caraga.Region",-1,-1,-1,0,4,0,1,1,4,4,NA,NA,NA,NA,100,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,"Declined slightly","Stays the same",1,1,1,"Tight",4,3,3,3,4,4,4,4,4,"Agree",0,"Agree",10,"Subnational Government","Moderate",0,0,0,0,0,"Sometimes",0,"Uncertain","Few per week",4,4,5,4,5,NA,0,"1",0,"5","Collective",-1.0864622756227,-0.612178288310995,-0.603141680570095,0.0208472915768021,0.0309160275647251,-1.144450321836,0.590005956520217,0.856123921978765,0.138977080494165,0.250553665377789,-2.25001892536227,0.691210302534939,-0.450003785072454,0.138242060506988
4241,"9bd52025-081d-4ba8-b282-114d54e4607c","BRA","Pará","São Caetano de Odivelas",NA,"Pepéua",2264,-0.746753,-48.02516,"RESEX Marinha Mocapajuba",21029,"Strengthened by FF",0,NA,"Surveyor","Pepéua","Household head","M","Evangélico",NA,0,NA,-1,-1,-1,0,4,1,1,-1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Stayed the same","Declines slightly",1,0,0,"Tight",4,4,4,4,4,4,4,4,4,"Agree",-1,"Agree",0,"Subnational Government","Weak",4,4,4,4,0,"Often",1,"Uncertain","Few",4,4,4,4,4,NA,NA,NA,NA,NA,"Own",-1.0864622756227,-0.612178288310995,-0.603141680570095,0.0208472915768021,0.0309160275647251,0.862510451458583,0.590005956520217,-2.58305921922532,0.138977080494165,0.250553665377789,-2.25001892536227,-0.741012065374567,-0.450003785072454,-0.148202413074913
4242,"9bd7adb8-9626-4b14-8a81-5806c894253b","MOZ","Maputo","Matutuíne",NA,"Santa Maria",237,-26.102233,32.927711,"Machangulo",7106,"Proposed",2,"Proposed","Community Member","Santa Maria","Household head","M","Christian",NA,1,"nhonguane",1,1,-1,0,4,1,1,1,5,4,30,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Declined a lot","Declines a lot",1,0,0,"Tight",5,5,5,4,5,4,5,5,4,"Agree",0,"Agree",7,"Subnational Government","Strong",0,0,0,0,0,"Sometimes",0,"Confident not","Few",4,5,5,4,5,NA,NA,NA,NA,NA,"Not by boat",0.976564042877258,1.81417467801027,-0.603141680570095,0.0208472915768021,0.0309160275647251,0.862510451458583,0.590005956520217,0.856123921978765,1.25304740683387,0.250553665377789,2.23936035945896,3.81224140216923,0.447872071891792,0.762448280433846
4248,"9c050efc-f75f-4e0e-8ad3-a92d2759c0b2","PHL","Caraga","Surigao del Norte",NA,"Rizal",2283,10.034719,126.044681,"SDN_SantaMonica",56762,"Proposed",1,"Proposed","Surveyor","Rizal","Spouse","F",NA,NA,1,"Caraga",-1,-1,0,0,3,0,0,0,4,3,NA,NA,NA,NA,100,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,"Declines slightly",1,1,0,"Insufficient",4,4,4,4,4,4,4,4,4,"Neither",0,"Agree",10,"Fisheries Management Body","Strong",0,0,0,0,0,"Sometimes",0,"Uncertain","Few per week",4,3,3,4,3,NA,0,"1",0,"4","Own",-1.0864622756227,-0.612178288310995,0.688185238032578,0.0208472915768021,-1.18629996035972,-1.144450321836,-1.09264564640186,-0.863467648623278,0.138977080494165,-0.836971463662,-2.17590799468404,-3.79855800002897,-0.435181598936808,-0.759711600005795
4249,"9c21c47d-779a-4260-9ce0-f603efc913fe","PHL","Western Visayas","Antique",NA,"Centro Poblacion",1726,11.428274,122.060974,"Antique_Culasi",151506,"Established by FF",1,"Strengthened by FF","Surveyor","Centro Poblacion","Spouse","F","Other","IFI",1,"Antique",1,-1,-1,-1,5,0,0,-1,4,4,20,12,NA,NA,50,12,50,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,12,"construction",1,1,5,"Declined a lot","Declines slightly",1,0,0,"Insufficient",5,2,5,2,4,4,2,5,3,"Agree",1,"Strongly agree",7,"Subnational Government","Weak",0,3,2,0,0,"Often",1,"Uncertain","More than few per week",2,4,5,4,5,"Negative formal sanction",1,"0",0,"4","Own",0.976564042877258,-0.612178288310995,-0.603141680570095,-0.925577200516999,1.24813201548917,-1.144450321836,-1.09264564640186,-2.58305921922532,0.138977080494165,0.250553665377789,0.0837988889683388,-4.43062444159123,0.0167597777936678,-0.886124888318246
4250,"9c244fa5-891b-4a8b-8bc8-587a3a94c584","PHL","Western Visayas","Antique",NA,"Baybay",2038,11.718414,122.09278,"Antique_Pandan",18757,"Proposed",1,"Proposed","Surveyor","Baybay","Spouse","F","Christian",NA,1,"Caraga",1,-1,0,0,4,0,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,50,12,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Insufficient",4,4,4,4,4,4,4,4,4,"Agree",0,"Neither",10,"Fisheries Management Body","Strong",0,0,0,0,0,"Sometimes",1,"Confident not","Few per month",4,4,4,NA,4,"1. Non-sanction",1,"1",0,"4",NA,0.976564042877258,-0.612178288310995,0.688185238032578,0.0208472915768021,0.0309160275647251,-1.144450321836,0.590005956520217,0.856123921978765,0.138977080494165,0.250553665377789,1.10433431174037,0.691210302534939,0.220866862348074,0.138242060506988
4251,"9c2fed69-c7a6-460e-b2fe-abe4d84ad68f","HND","Colón","Santa Fé",NA,"San Antonio",2349,15.897313,-86.065464,"Santa Fé",52369,"Proposed",2,"Proposed","Community Member","San Antonio","Household head","M","Christian",NA,1,"San Antonio",-1,-1,-1,-2,4,0,0,0,3,3,NA,NA,NA,NA,30,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,12,"chefer de bus",1,NA,NA,"Declined slightly","Stays the same",1,0,0,"Tight",4,4,4,4,4,4,4,4,4,"Agree",0,"Disagree",2,"No enforcement system","No punishment",NA,7,7,NA,1,"Often",0,"Uncertain","Few per week",3,3,4,4,4,NA,0,"0",0,"3","Collective",-1.0864622756227,-0.612178288310995,-0.603141680570095,-1.8720016926108,0.0309160275647251,-1.144450321836,-1.09264564640186,-0.863467648623278,-0.975093245845545,-0.836971463662,-4.14286790954987,-4.91262832636868,-0.828573581909974,-0.982525665273737
4252,"9c3056ad-e944-42f5-b32f-1b962bc8a538","BRA","Pará","Curuçá",NA,"Caratateua - Curuçá",2571,-0.668333,-47.773,"RESEX Mãe Grande de Curuça",37062,"Strengthened by FF",0,NA,"Surveyor","Caratateua - Curuçá","Household head","M","Evangélico",NA,0,NA,-1,-1,-1,0,5,1,-1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,"Declined a lot","Declines a lot",0,0,0,"Tight",4,4,4,4,3,3,3,5,4,"Neither",-1,"Agree",0,"National Government","Moderate",5,0,0,0,0,"Never",0,"Very confident not","More than few per week",5,5,5,5,5,NA,NA,NA,NA,NA,"Own",-1.0864622756227,-0.612178288310995,-0.603141680570095,0.0208472915768021,1.24813201548917,0.862510451458583,-2.77529724932395,0.856123921978765,-3.20323389852497,-3.01202172174158,-1.03280293743782,-7.27191849615314,-0.206560587487565,-1.45438369923063
4253,"9c4d502a-3646-4adb-97c5-8d1bf58511d2","PHL","Caraga","Surigao del Norte",NA,"Pacifico",2131,9.980543,126.080277,"SDN_SanIsidro",35657,"Proposed",1,"Proposed","Surveyor","Pacifico","Household head","M","Christian",NA,1,"caraga",1,-1,-1,1,4,1,1,1,4,3,20,3,NA,NA,80,12,NA,NA,60,11,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Improved slightly","Declines slightly",1,1,0,"Tight",3,3,4,3,3,4,3,5,4,"Neither",0,"Agree",10,"Fisheries Management Body","Strong",1,2,0,2,0,"Never",0,"Uncertain","More than few per week",4,4,3,5,5,"Negative formal sanction",1,"1",0,"4","Own",0.976564042877258,-0.612178288310995,-0.603141680570095,0.967271783670603,0.0309160275647251,0.862510451458583,0.590005956520217,0.856123921978765,0.138977080494165,-0.836971463662,0.759431885231496,1.61064594678973,0.151886377046299,0.322129189357946
4254,"9c506abc-7037-40df-9cb9-806faad04954","PHL","Caraga","Surigao del Norte",NA,"Garcia",2160,10.045351,126.062193,"SDN_SantaMonica",56762,"Proposed",1,"Proposed","Surveyor","Garcia","Spouse","F","Christian",NA,1,NA,-1,-1,-1,0,4,0,1,1,3,3,NA,NA,NA,NA,40,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,12,NA,NA,NA,1,NA,NA,"Declined slightly","Improves slightly",1,0,0,"Insufficient",4,2,2,2,NA,5,5,3,5,"Agree",0,"Agree",10,"Fisheries Management Body","Strong",0,0,0,0,0,"Sometimes",0,"Confident not","More than few per week",3,4,5,4,4,"2. Negative informal sanction",1,"1",NA,"4","Not by boat",-1.0864622756227,-0.612178288310995,-0.603141680570095,0.0208472915768021,0.0309160275647251,-1.144450321836,0.590005956520217,0.856123921978765,-0.975093245845545,-0.836971463662,-2.25001892536227,-1.51038515284456,-0.450003785072454,-0.302077030568912
4257,"9c5e9a8a-6803-4724-afa2-6224568661ef","PHL","Western Visayas","Antique",NA,"Lipata",1730,11.467902,122.059701,"Antique_Culasi",151506,"Established by FF",1,"Strengthened by FF","Surveyor","Lipata","Household head","M","Other","AGLIPAY",1,"ANTIQUE",1,-1,1,1,4,1,1,0,4,3,NA,NA,NA,NA,100,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,"Declined slightly","Declines slightly",1,0,0,"Tight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Agree",1,"Subnational Government","Moderate",0,5,10,1,1,"Sometimes",0,"Uncertain","More than few per week",4,4,4,4,3,"Negative formal sanction",1,"1",0,"4","Own",0.976564042877258,-0.612178288310995,1.97951215663525,0.967271783670603,0.0309160275647251,0.862510451458583,0.590005956520217,-0.863467648623278,0.138977080494165,-0.836971463662,3.34208572243684,-0.108945623812313,0.668417144487369,-0.0217891247624625
4259,"9c6208ac-f302-4345-9cde-619f7f55dc5b","PHL","Western Visayas","Antique",NA,"Centro Poblacion",1726,11.428274,122.060974,"Antique_Culasi",151506,"Established by FF",1,"Strengthened by FF","Surveyor","Centro Poblacion","Spouse","F","Christian",NA,1,"Antique",1,-1,-1,1,5,1,-1,0,4,4,NA,NA,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Declined a lot","Declines a lot",0,0,0,"Insufficient",2,4,4,2,2,2,2,4,4,"Strongly agree",0,"Strongly agree",8,"National Government","Moderate",1,1,2,2,2,"Sometimes",0,"High chance","More than few per week",4,5,5,5,5,NA,0,"1",0,"5","Own",0.976564042877258,-0.612178288310995,-0.603141680570095,0.967271783670603,1.24813201548917,0.862510451458583,-2.77529724932395,-0.863467648623278,0.138977080494165,0.250553665377789,1.97664787315594,-2.38672370061669,0.395329574631188,-0.477344740123337
4261,"9c6ba031-58bb-48ff-a386-1519e23e9caa","BRA","Pará","Curuçá",NA,"Lauro Sodré",2254,-0.846719,-47.883547,"RESEX Mãe Grande de Curuça",37062,"Strengthened by FF",0,NA,"Surveyor","Lauro Sodré","Household head","F","Católico",NA,0,NA,-1,-1,-1,0,3,0,0,0,3,3,40,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Stayed the same","Declines a lot",0,0,0,"Tight",2,5,2,2,2,2,2,2,2,"Neither",0,"Agree",0,"National Government","Moderate",0,0,0,0,0,"Often",0,"Uncertain","Few",3,3,3,3,3,NA,NA,NA,NA,NA,"Own",-1.0864622756227,-0.612178288310995,-0.603141680570095,0.0208472915768021,-1.18629996035972,-1.144450321836,-1.09264564640186,-0.863467648623278,-0.975093245845545,-0.836971463662,-3.46723491328671,-4.91262832636868,-0.693446982657343,-0.982525665273737
