"","ma_name","gov_law","gov_practice","country","x6_gender","x19_current_fish_catch","x49_enforcement_responsible","x54_food_availability","cluster_no"
"2345","Del Carmen","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Supportive"
"2346","Teluk Kolono","More top-down","More top-down","IDN","M","Declined slightly","Subnational Government","OK","Resistant"
"2347","Pomene","True co-management","More bottom-up","MOZ","M","Declined a lot","National Government","Rather bad","Supportive"
"2348","Fequete","True co-management","More bottom-up","MOZ","M","Declined a lot","Fisheries Management Body","Good","Supportive"
"2349","Libertad","True co-management","More top-down","PHL","M","Declined a lot","Subnational Government","OK","Supportive"
"2350","San Benito","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","OK","Ambivalent"
"2351","San Benito","True co-management","More top-down","PHL","F","Stayed the same","Fisheries Management Body","OK","Committed"
"2352","Sebaste","True co-management","More top-down","PHL","M","Declined a lot","National Government","OK","Ambivalent"
"2353","RESEX Soure","More top-down","True co-management","BRA","F","Declined slightly","National Government","Rather bad","Ambivalent"
"2354","Sebaste","True co-management","More top-down","PHL","M","Improved slightly","Fisheries Management Body","Very bad","Committed"
"2355","Del Carmen","True co-management","More top-down","PHL","F","Declined a lot","National Government","OK","Supportive"
"2356","Serissa","True co-management","More bottom-up","MOZ","M","Declined a lot","Fisheries Management Body","Rather bad","Supportive"
"2357","Del Carmen","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Committed"
"2358","Libertad","True co-management","More top-down","PHL","F","Improved slightly","Fisheries Management Body","OK","Committed"
"2359","San Isidro","True co-management","More top-down","PHL","M","Stayed the same","Subnational Government","OK","Ambivalent"
"2360","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","F","Declined a lot","National Government","Good","Supportive"
"2361","Socorro","True co-management","More top-down","PHL","M","Stayed the same","Subnational Government","OK","Ambivalent"
"2362","Mucocuene","True co-management","More bottom-up","MOZ","F","Declined slightly","Fisheries Management Body","Rather bad","Resistant"
"2363","RESEX São João da Ponta","More top-down","True co-management","BRA","F","Stayed the same","No enforcement system","Good","Resistant"
"2364","Socorro","True co-management","More top-down","PHL","M","Improved slightly","Subnational Government","OK","Ambivalent"
"2365","Culasi","True co-management","More top-down","PHL","F","Declined a lot","National Government","OK","Ambivalent"
"2366","Culasi","True co-management","More top-down","PHL","F","Declined slightly","National Government","Good","Resistant"
"2367","Libertad","True co-management","More top-down","PHL","F","Declined slightly","National Government","OK","Committed"
"2368","Del Carmen","True co-management","More top-down","PHL","F","Improved slightly","Fisheries Management Body","Good","Committed"
"2369","Del Carmen","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Committed"
"2370","Santa Monica","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","Good","Supportive"
"2371","Pomene","True co-management","More bottom-up","MOZ","M","Declined a lot","Other","OK","Supportive"
"2372","Culasi","True co-management","More top-down","PHL","M","Declined a lot","Fisheries Management Body","Good","Committed"
"2373","Dapa","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","Good","Committed"
"2374","Guanaja","More top-down","More bottom-up","HND","M","Declined slightly","Subnational Government","Good","Supportive"
"2375","General Luna","True co-management","More top-down","PHL","F","Stayed the same","Subnational Government","OK","Ambivalent"
"2376","Libertad","True co-management","More top-down","PHL","F","Declined slightly","Subnational Government","OK","Ambivalent"
"2377","General Luna","True co-management","More top-down","PHL","F","Stayed the same","Subnational Government","OK","Ambivalent"
"2378","General Luna","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","Good","Committed"
"2379","Libertad","True co-management","More top-down","PHL","F","Declined a lot","Subnational Government","OK","Committed"
"2380","Culasi","True co-management","More top-down","PHL","M","Declined a lot","Subnational Government","OK","Committed"
"2381","Libertad","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","OK","Ambivalent"
"2382","Culasi","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Committed"
"2383","Trujillo","More top-down","More top-down","HND","M","Declined a lot","Myself","Very good","Ambivalent"
"2384","San Isidro","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Ambivalent"
"2385","Zavora","True co-management","More bottom-up","MOZ","M","Stayed the same","Fisheries Management Body","Good","Committed"
"2386","Pilar","True co-management","More top-down","PHL","M","Declined a lot","Subnational Government","OK","Supportive"
"2387","Pilar","True co-management","More top-down","PHL","M","Declined a lot","Subnational Government","OK","Supportive"
"2388","San Benito","True co-management","More top-down","PHL","M","Stayed the same","National Government","OK","Supportive"
"2389","Libertad","True co-management","More top-down","PHL","M","Declined slightly","Subnational Government","OK","Committed"
"2390","Socorro","True co-management","More top-down","PHL","F","Stayed the same","Subnational Government","OK","Supportive"
"2391","San Isidro","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Ambivalent"
"2392","Culasi","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Ambivalent"
"2393","Wangi-Wangi Selatan","True co-management","True co-management","IDN","M","Declined slightly","Fisheries Management Body","OK","Resistant"
"2394","Santa Fe","More top-down","More bottom-up","HND","M","Declined slightly","Myself","Rather bad","Resistant"
"2395","Fequete","True co-management","More bottom-up","MOZ","M","Declined a lot","National Government","Rather bad","Supportive"
"2396","Santa Monica","True co-management","More top-down","PHL","M","Declined slightly","National Government","OK","Supportive"
"2397","San Francisco","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","Good","Committed"
"2398","Teluk Kolono","More top-down","More top-down","IDN","M","Stayed the same","Fisheries Management Body","OK","Supportive"
"2399","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","M","Declined a lot","National Government","Very bad","Resistant"
"2400","Del Carmen","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","Good","Committed"
"2401","Libertad","True co-management","More top-down","PHL","M","Stayed the same","National Government","OK","Committed"
"2402","Santa Monica","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","Good","Resistant"
"2403","Roatan","More top-down","More top-down","HND","M","Declined a lot","Subnational Government","OK","Supportive"
"2404","RESEX Soure","More top-down","True co-management","BRA","M","Improved slightly","National Government","OK","Ambivalent"
"2405","Del Carmen","True co-management","More top-down","PHL","M","Improved slightly","Fisheries Management Body","Good","Supportive"
"2406","Santa Fe","More top-down","More bottom-up","HND","M","Declined a lot","Myself","OK","Committed"
"2407","Del Carmen","True co-management","More top-down","PHL","M","Stayed the same","National Government","OK","Supportive"
"2408","San Benito","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Ambivalent"
"2409","Trujillo","More top-down","More top-down","HND","M","Declined a lot","Myself","OK","Supportive"
"2410","San Benito","True co-management","More top-down","PHL","M","Declined a lot","Fisheries Management Body","Good","Committed"
"2411","Fequete","True co-management","More bottom-up","MOZ","M","Declined slightly","Fisheries Management Body","Rather bad","Supportive"
"2412","Puerto Cortes","More top-down","True co-management","HND","M","Declined a lot","Myself","Very bad","Ambivalent"
"2413","RESEX Gurupi-Piriá","More top-down","True co-management","BRA","F","Stayed the same","No enforcement system","OK","Ambivalent"
"2414","San Benito","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Committed"
"2415","RESEX Soure","More top-down","True co-management","BRA","F","Declined slightly","National Government","OK","Resistant"
"2416","Burgos","True co-management","More top-down","PHL","F","Declined a lot","National Government","OK","Supportive"
"2417","Mucocuene","True co-management","More bottom-up","MOZ","M","Declined a lot","Fisheries Management Body","Very bad","Ambivalent"
"2418","Teluk Kolono","More top-down","More top-down","IDN","M","Declined slightly","Fisheries Management Body","Good","Resistant"
"2419","RESEX Soure","More top-down","True co-management","BRA","M","Declined slightly","National Government","OK","Supportive"
"2420","Baixo Pinda","True co-management","More bottom-up","MOZ","F","Declined slightly","Fisheries Management Body","OK","Resistant"
"2421","RESEX Mãe Grande de Curuça","More top-down","True co-management","BRA","F","Declined slightly","National Government","OK","Supportive"
"2422","Baixo Pinda","True co-management","More bottom-up","MOZ","M","Stayed the same","Fisheries Management Body","OK","Supportive"
"2423","Farol","True co-management","More bottom-up","MOZ","M","Declined a lot","Fisheries Management Body","Very bad","Ambivalent"
"2424","Pomene","True co-management","More bottom-up","MOZ","F","Declined slightly","National Government","Rather bad","Supportive"
"2425","RESEX Mãe Grande de Curuça","More top-down","True co-management","BRA","M","Declined a lot","National Government","Very bad","Supportive"
"2426","Socorro","True co-management","More top-down","PHL","M","Declined slightly","Subnational Government","OK","Ambivalent"
"2427","Santa Fe","More top-down","More bottom-up","HND","M","Declined slightly","Subnational Government","OK","Supportive"
"2428","General Luna","True co-management","More top-down","PHL","M","Stayed the same","Subnational Government","OK","Ambivalent"
"2429","General Luna","True co-management","More top-down","PHL","F","Stayed the same","Subnational Government","OK","Ambivalent"
"2430","Santa Fe","More top-down","More bottom-up","HND","M","Declined slightly","Fisheries Management Body","OK","Supportive"
"2431","Socorro","True co-management","More top-down","PHL","M","Declined slightly","Subnational Government","OK","Supportive"
"2432","Memba","True co-management","More bottom-up","MOZ","M","Improved slightly","Other","Good","Resistant"
"2433","Guanaja","More top-down","More bottom-up","HND","M","Declined a lot","Subnational Government","Very bad","Supportive"
"2434","San Isidro","True co-management","More top-down","PHL","F","Declined slightly","National Government","OK","Ambivalent"
"2435","Socorro","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Supportive"
"2436","Culasi","True co-management","More top-down","PHL","F","Declined a lot","Subnational Government","Good","Ambivalent"
"2437","San Benito","True co-management","More top-down","PHL","M","Declined slightly","Subnational Government","OK","Supportive"
"2438","RESEX São João da Ponta","More top-down","True co-management","BRA","M","Declined slightly","Fisheries Management Body","OK","Resistant"
"2439","RESEX Soure","More top-down","True co-management","BRA","F","Declined slightly","National Government","OK","Supportive"
"2440","Pilar","True co-management","More top-down","PHL","F","Stayed the same","Subnational Government","OK","Ambivalent"
"2441","Pilar","True co-management","More top-down","PHL","F","Stayed the same","Subnational Government","OK","Ambivalent"
"2442","San Benito","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","Rather bad","Ambivalent"
"2443","Socorro","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Supportive"
"2444","Santa Fe","More top-down","More bottom-up","HND","M","Declined slightly","Fisheries Management Body","OK","Supportive"
"2445","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","F","Declined a lot","No enforcement system","Rather bad","Supportive"
"2446","Libertad","True co-management","More top-down","PHL","M","Improved slightly","Fisheries Management Body","OK","Committed"
"2447","RESEX Soure","More top-down","True co-management","BRA","M","Declined slightly","National Government","OK","Ambivalent"
"2448","Libertad","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","OK","Ambivalent"
"2449","General Luna","True co-management","More top-down","PHL","F","Stayed the same","Subnational Government","OK","Ambivalent"
"2450","Pomene","True co-management","More bottom-up","MOZ","M","Declined slightly","Subnational Government","OK","Committed"
"2451","Libertad","True co-management","More top-down","PHL","F","Improved slightly","Fisheries Management Body","OK","Supportive"
"2452","Pandan","True co-management","More top-down","PHL","F","Stayed the same","Fisheries Management Body","OK","Ambivalent"
"2453","Baixo Pinda","True co-management","More bottom-up","MOZ","M","Declined slightly","Fisheries Management Body","OK","Resistant"
"2454","Socorro","True co-management","More top-down","PHL","F","Stayed the same","Fisheries Management Body","OK","Supportive"
"2455","Pilar","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Supportive"
"2456","Pilar","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Supportive"
"2457","Trujillo","More top-down","More top-down","HND","M","Declined a lot","Myself","Very bad","Ambivalent"
"2458","San Isidro","True co-management","More top-down","PHL","F","Stayed the same","Fisheries Management Body","OK","Supportive"
"2459","Santa Monica","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","Rather bad","Ambivalent"
"2460","RESEX Soure","More top-down","True co-management","BRA","M","Stayed the same","Other","Good","Ambivalent"
"2461","Trujillo","More top-down","More top-down","HND","M","Stayed the same","No enforcement system","OK","Resistant"
"2462","Del Carmen","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Supportive"
"2463","Fequete","True co-management","More bottom-up","MOZ","M","Declined slightly","National Government","Good","Resistant"
"2464","Socorro","True co-management","More top-down","PHL","M","Declined slightly","Subnational Government","OK","Ambivalent"
"2465","General Luna","True co-management","More top-down","PHL","M","Declined slightly","Subnational Government","OK","Ambivalent"
"2466","Pilar","True co-management","More top-down","PHL","F","Declined slightly","Subnational Government","OK","Ambivalent"
"2467","Pilar","True co-management","More top-down","PHL","F","Declined slightly","Subnational Government","OK","Ambivalent"
"2468","Santa Monica","True co-management","More top-down","PHL","F","Stayed the same","Fisheries Management Body","OK","Supportive"
"2469","Santa Monica","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Ambivalent"
"2470","San Benito","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","Rather bad","Resistant"
"2471","RESEX Mãe Grande de Curuça","More top-down","True co-management","BRA","M","Declined slightly","Fisheries Management Body","OK","Supportive"
"2472","Dapa","True co-management","More top-down","PHL","F","Stayed the same","Fisheries Management Body","OK","Ambivalent"
"2473","Pomene","True co-management","More bottom-up","MOZ","M","Declined a lot","Fisheries Management Body","Good","Committed"
"2474","Santa Monica","True co-management","More top-down","PHL","M","Declined a lot","National Government","OK","Supportive"
"2475","Del Carmen","True co-management","More top-down","PHL","F","Stayed the same","Subnational Government","OK","Supportive"
"2476","Melekeok","More top-down","More top-down","PLW","M","Declined slightly","National Government","Very good","Supportive"
"2477","Libertad","True co-management","More top-down","PHL","M","Declined slightly","Subnational Government","OK","Ambivalent"
"2478","Libertad","True co-management","More top-down","PHL","F","Declined slightly","Subnational Government","OK","Ambivalent"
"2479","RESEX São João da Ponta","More top-down","True co-management","BRA","M","Declined slightly","No enforcement system","Good","Resistant"
"2480","San Benito","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Committed"
"2481","Dapa","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","Good","Committed"
"2482","Serissa","True co-management","More bottom-up","MOZ","M","Declined a lot","Fisheries Management Body","Very bad","Supportive"
"2483","Libertad","True co-management","More top-down","PHL","M","Declined slightly","Subnational Government","Good","Supportive"
"2484","Santa Monica","True co-management","More top-down","PHL","M","Declined a lot","National Government","OK","Supportive"
"2485","Sebaste","True co-management","More top-down","PHL","F","Stayed the same","Subnational Government","OK","Supportive"
"2486","Mucocuene","True co-management","More bottom-up","MOZ","M","Declined slightly","Fisheries Management Body","Rather bad","Ambivalent"
"2487","Serissa","True co-management","More bottom-up","MOZ","F","Declined slightly","Fisheries Management Body","Rather bad","Supportive"
"2488","Petane","True co-management","More bottom-up","MOZ","M","Declined slightly","Subnational Government","Rather bad","Committed"
"2489","Pandan","True co-management","More top-down","PHL","F","Stayed the same","Subnational Government","OK","Supportive"
"2490","Del Carmen","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Supportive"
"2491","Santa Fe","More top-down","More bottom-up","HND","M","Declined slightly","No enforcement system","OK","Supportive"
"2492","Fequete","True co-management","More bottom-up","MOZ","M","Declined slightly","Fisheries Management Body","Good","Supportive"
"2493","San Benito","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Ambivalent"
"2494","Santa Monica","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Ambivalent"
"2495","Guanaja","More top-down","More bottom-up","HND","M","Declined slightly","Subnational Government","Rather bad","Supportive"
"2496","Del Carmen","True co-management","More top-down","PHL","M","Improved heavily","Fisheries Management Body","Good","Supportive"
"2497","RESEX Soure","More top-down","True co-management","BRA","F","Declined slightly","National Government","Good","Resistant"
"2498","Tsondzo","True co-management","More bottom-up","MOZ","M","Declined slightly","Fisheries Management Body","Good","Committed"
"2499","General Luna","True co-management","More top-down","PHL","F","Declined a lot","Subnational Government","OK","Ambivalent"
"2500","Zavora","True co-management","More bottom-up","MOZ","M","Improved slightly","Fisheries Management Body","Good","Committed"
"2501","Culasi","True co-management","More top-down","PHL","M","Stayed the same","National Government","Rather bad","Supportive"
"2502","Memba","True co-management","More bottom-up","MOZ","M","Declined slightly","National Government","Good","Ambivalent"
"2503","Santa Fe","More top-down","More bottom-up","HND","M","Declined a lot","Subnational Government","Rather bad","Resistant"
"2504","San Isidro","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Supportive"
"2505","Sebaste","True co-management","More top-down","PHL","M","Declined slightly","Subnational Government","OK","Ambivalent"
"2506","Santa Monica","True co-management","More top-down","PHL","F","Declined slightly","Subnational Government","OK","Supportive"
"2507","San Isidro","True co-management","More top-down","PHL","M","Stayed the same","Subnational Government","OK","Supportive"
"2508","Socorro","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","OK","Supportive"
"2509","Del Carmen","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","OK","Ambivalent"
"2510","Libertad","True co-management","More top-down","PHL","M","Declined slightly","National Government","OK","Committed"
"2511","Baixo Pinda","True co-management","More bottom-up","MOZ","M","Stayed the same","Fisheries Management Body","OK","Resistant"
"2512","Libertad","True co-management","More top-down","PHL","M","Declined slightly","Subnational Government","OK","Committed"
"2513","RESEX Mãe Grande de Curuça","More top-down","True co-management","BRA","F","Declined slightly","National Government","OK","Supportive"
"2514","Libertad","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","Good","Committed"
"2515","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","F","Declined slightly","No enforcement system","OK","Ambivalent"
"2516","Del Carmen","True co-management","More top-down","PHL","M","Stayed the same","Subnational Government","OK","Ambivalent"
"2517","San Isidro","True co-management","More top-down","PHL","F","Stayed the same","Subnational Government","OK","Supportive"
"2518","RESEX Soure","More top-down","True co-management","BRA","M","Declined a lot","National Government","Rather bad","Ambivalent"
"2519","Sebaste","True co-management","More top-down","PHL","M","Stayed the same","Subnational Government","Good","Ambivalent"
"2520","Ngiwal","More top-down","More top-down","PLW","M","Declined slightly","Fisheries Management Body","Good","Supportive"
"2521","Baixo Pinda","True co-management","More bottom-up","MOZ","M","Improved slightly","Fisheries Management Body","OK","Supportive"
"2522","Burgos","True co-management","More top-down","PHL","F","Declined a lot","Fisheries Management Body","OK","Committed"
"2523","Baixo Pinda","True co-management","More bottom-up","MOZ","M","Stayed the same","Fisheries Management Body","OK","Supportive"
"2524","Kitti","More top-down","More top-down","FSM","M","Declined slightly","Fisheries Management Body","OK","Ambivalent"
"2525","Santa Monica","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","OK","Resistant"
"2526","Teluk Kolono","More top-down","More top-down","IDN","M","Stayed the same","Fisheries Management Body","OK","Committed"
"2527","Del Carmen","True co-management","More top-down","PHL","F","Improved slightly","Fisheries Management Body","OK","Supportive"
"2528","Fequete","True co-management","More bottom-up","MOZ","M","Declined slightly","National Government","Rather bad","Supportive"
"2529","Del Carmen","True co-management","More top-down","PHL","M","Improved slightly","Fisheries Management Body","OK","Committed"
"2530","RESEX São João da Ponta","More top-down","True co-management","BRA","M","Declined a lot","National Government","Very good","Ambivalent"
"2531","Pandan","True co-management","More top-down","PHL","M","Stayed the same","Subnational Government","Good","Supportive"
"2532","Socorro","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Supportive"
"2533","Sebaste","True co-management","More top-down","PHL","M","Stayed the same","Subnational Government","OK","Supportive"
"2534","San Benito","True co-management","More top-down","PHL","M","Declined slightly","National Government","OK","Supportive"
"2535","RESEX Soure","More top-down","True co-management","BRA","F","Declined slightly","Other","OK","Resistant"
"2536","Culasi","True co-management","More top-down","PHL","M","Declined slightly","Subnational Government","OK","Supportive"
"2537","Santa Monica","True co-management","More top-down","PHL","F","Declined a lot","National Government","OK","Supportive"
"2538","RESEX Gurupi-Piriá","More top-down","True co-management","BRA","M","Declined a lot","National Government","OK","Resistant"
"2539","Sebaste","True co-management","More top-down","PHL","F","Declined a lot","Fisheries Management Body","Good","Ambivalent"
"2540","San Isidro","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Supportive"
"2541","General Luna","True co-management","More top-down","PHL","M","Stayed the same","Subnational Government","OK","Ambivalent"
"2542","RESEX Mãe Grande de Curuça","More top-down","True co-management","BRA","F","Declined a lot","National Government","OK","Resistant"
"2543","Fequete","True co-management","More bottom-up","MOZ","M","Declined a lot","Fisheries Management Body","Good","Committed"
"2544","Iriona","More top-down","More bottom-up","HND","M","Declined a lot","Subnational Government","Rather bad","Ambivalent"
"2545","Santa Monica","True co-management","More top-down","PHL","F","Declined a lot","National Government","OK","Supportive"
"2546","Guanaja","More top-down","More bottom-up","HND","M","Declined slightly","Subnational Government","Good","Supportive"
"2547","Santa Fe","More top-down","More bottom-up","HND","M","Stayed the same","Myself","OK","Supportive"
"2548","Zavora","True co-management","More bottom-up","MOZ","M","Improved slightly","Fisheries Management Body","OK","Committed"
"2549","Sebaste","True co-management","More top-down","PHL","M","Improved slightly","Myself","OK","Committed"
"2550","Pomene","True co-management","More bottom-up","MOZ","F","Declined a lot","Fisheries Management Body","OK","Committed"
"2551","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","F","Declined a lot","National Government","Rather bad","Ambivalent"
"2552","San Benito","True co-management","More top-down","PHL","F","Declined slightly","National Government","Good","Supportive"
"2553","San Isidro","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","Very good","Committed"
"2554","Sebaste","True co-management","More top-down","PHL","F","Declined a lot","Fisheries Management Body","Good","Ambivalent"
"2555","Ngiwal","More top-down","More top-down","PLW","F","Declined slightly","National Government","OK","Supportive"
"2556","RESEX Mãe Grande de Curuça","More top-down","True co-management","BRA","M","Stayed the same","National Government","OK","Resistant"
"2557","Teluk Kolono","More top-down","More top-down","IDN","M","Declined slightly","Fisheries Management Body","OK","Supportive"
"2558","Santa Monica","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","Good","Resistant"
"2559","Vuca","True co-management","More bottom-up","MOZ","M","Stayed the same","National Government","OK","Supportive"
"2560","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","F","Declined a lot","National Government","OK","Supportive"
"2561","Sebaste","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Ambivalent"
"2562","Zavora","True co-management","More bottom-up","MOZ","M","Declined slightly","National Government","Good","Committed"
"2563","Pilar","True co-management","More top-down","PHL","M","Stayed the same","Subnational Government","OK","Ambivalent"
"2564","Pilar","True co-management","More top-down","PHL","M","Stayed the same","Subnational Government","OK","Ambivalent"
"2565","San Benito","True co-management","More top-down","PHL","F","Declined slightly","Subnational Government","Good","Supportive"
"2566","RESEX Soure","More top-down","True co-management","BRA","F","Declined slightly","National Government","OK","Resistant"
"2567","Socorro","True co-management","More top-down","PHL","M","Stayed the same","Subnational Government","OK","Ambivalent"
"2568","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","M","Declined slightly","National Government","Rather bad","Ambivalent"
"2569","Pomene","True co-management","More bottom-up","MOZ","M","Declined slightly","Fisheries Management Body","Rather bad","Committed"
"2570","Trujillo","More top-down","More top-down","HND","F","Declined slightly","Subnational Government","OK","Resistant"
"2571","Pandan","True co-management","More top-down","PHL","M","Declined a lot","Fisheries Management Body","Rather bad","Committed"
"2572","RESEX Mãe Grande de Curuça","More top-down","True co-management","BRA","F","Declined a lot","National Government","Good","Ambivalent"
"2573","Sebaste","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Supportive"
"2574","RESEX Soure","More top-down","True co-management","BRA","F","Stayed the same","National Government","Rather bad","Resistant"
"2575","San Benito","True co-management","More top-down","PHL","M","Improved slightly","National Government","OK","Resistant"
"2576","RESEX Gurupi-Piriá","More top-down","True co-management","BRA","M","Declined slightly","National Government","OK","Ambivalent"
"2577","Guanaja","More top-down","More bottom-up","HND","M","Declined slightly","Subnational Government","Good","Resistant"
"2578","Serissa","True co-management","More bottom-up","MOZ","M","Declined a lot","Fisheries Management Body","Rather bad","Committed"
"2579","Libertad","True co-management","More top-down","PHL","F","Declined slightly","Subnational Government","Good","Ambivalent"
"2580","Dapa","True co-management","More top-down","PHL","F","Declined slightly","Subnational Government","OK","Ambivalent"
"2581","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","M","Stayed the same","Subnational Government","Rather bad","Supportive"
"2582","Machangulo","True co-management","True co-management","MOZ","M","Declined a lot","Subnational Government","Rather bad","Committed"
"2583","Culasi","True co-management","More top-down","PHL","F","Declined a lot","Subnational Government","Rather bad","Ambivalent"
"2584","Santa Fe","More top-down","More bottom-up","HND","M","Declined slightly","No enforcement system","OK","Resistant"
"2585","RESEX Mãe Grande de Curuça","More top-down","True co-management","BRA","M","Declined a lot","National Government","OK","Resistant"
"2586","San Isidro","True co-management","More top-down","PHL","M","Improved slightly","Fisheries Management Body","OK","Supportive"
"2587","Culasi","True co-management","More top-down","PHL","F","Declined a lot","National Government","OK","Resistant"
"2588","RESEX Mãe Grande de Curuça","More top-down","True co-management","BRA","F","Stayed the same","National Government","Good","Resistant"
"2589","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","M","Stayed the same","No enforcement system","Good","Resistant"
"2590","Burgos","True co-management","More top-down","PHL","M","Stayed the same","National Government","Rather bad","Committed"
"2591","Socorro","True co-management","More top-down","PHL","M","Stayed the same","National Government","OK","Resistant"
"2592","Melekeok","More top-down","More top-down","PLW","F","Declined a lot","Subnational Government","OK","Committed"
"2593","Santa Monica","True co-management","More top-down","PHL","M","Declined a lot","National Government","OK","Supportive"
"2594","RESEX Soure","More top-down","True co-management","BRA","F","Declined slightly","Other","OK","Supportive"
"2595","Melekeok","More top-down","More top-down","PLW","M","Stayed the same","Subnational Government","Very good","Committed"
"2596","Tomia","More top-down","More bottom-up","IDN","M","Declined slightly","Subnational Government","Good","Committed"
"2597","Culasi","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","OK","Supportive"
"2598","Petane","True co-management","More bottom-up","MOZ","M","Declined slightly","Fisheries Management Body","Rather bad","Committed"
"2599","Baixo Pinda","True co-management","More bottom-up","MOZ","M","Declined slightly","Fisheries Management Body","OK","Supportive"
"2600","Pilar","True co-management","More top-down","PHL","M","Stayed the same","Subnational Government","Rather bad","Supportive"
"2601","Pilar","True co-management","More top-down","PHL","M","Stayed the same","Subnational Government","Rather bad","Supportive"
"2602","Culasi","True co-management","More top-down","PHL","M","Declined a lot","Fisheries Management Body","Good","Ambivalent"
"2603","RESEX Soure","More top-down","True co-management","BRA","F","Declined slightly","National Government","Rather bad","Ambivalent"
"2604","Del Carmen","True co-management","More top-down","PHL","F","Stayed the same","Fisheries Management Body","OK","Ambivalent"
"2605","Santa Fe","More top-down","More bottom-up","HND","F","Declined a lot","Subnational Government","Very bad","Resistant"
"2606","Sebaste","True co-management","More top-down","PHL","F","Stayed the same","National Government","OK","Committed"
"2607","Memba","True co-management","More bottom-up","MOZ","M","Declined slightly","National Government","Rather bad","Ambivalent"
"2608","Sebaste","True co-management","More top-down","PHL","M","Declined a lot","Fisheries Management Body","Good","Supportive"
"2609","RESEX Gurupi-Piriá","More top-down","True co-management","BRA","M","Declined slightly","No enforcement system","Rather bad","Supportive"
"2610","Del Carmen","True co-management","More top-down","PHL","F","Stayed the same","Fisheries Management Body","OK","Committed"
"2611","RESEX São João da Ponta","More top-down","True co-management","BRA","M","Declined a lot","Subnational Government","OK","Supportive"
"2612","Burgos","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","Good","Committed"
"2613","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","F","Declined a lot","No enforcement system","OK","Resistant"
