"","x1","submissionid","country","level1_name","level2_name","level4_name","level4_id","lat","lon","ma_name","ma_area","ma_status","username","x1_interviewer","x2_affiliation","x3_community","x4_ma_r_mb","x5_hh_status","x6_gender","x8_religion","x8_religion_other","x9_region_member","x9_region_name","x44_meeting_attendance","x45_leadership_position","x48_enforcement_participation","x53_encourage_regulations","x61g_fishing_change_behavior","x43_ma_benefits","x46_represent_interests","x52_ma_benefit_5yrs","x61a_current_regulations","x61f_rights_distribution_fair","x30_trust_local_decision","x67_reserve_boundry","x11a_income_farming","x11a_months_farming","x11b_income_harvesting","x11b_months_harvesting","x11c_income_fishing_artisanal","x11c_months_fishing_artisanal","x11d_income_fishing_industrial","x11d_months_fishing_industrial","x11e_income_buying_trading","x11e_months_buying_trading","x11f_income_processing","x11f_months_processing","x11g_income_aquaculture","x11g_months_aquaculture","x11h_income_extraction","x11h_months_extraction","x11i_income_tourism","x11i_months_tourism","x11j_income_other_wage","x11j_months_other_wage","x11k_income_other","x11k_months_other","x11k_other_source","x12a_fishing_men","x12b_fishing_women","x12c_fishing_children","x19_current_fish_catch","x22_catch_5yrs","x17_fishing_low_profit","x18_fishing_high_profit","x23_job_secure","x26_fishing_income_save","x28_buyer_loans","x29_family_income","x30_trust_community","x30_trust_community_neighbors","x30_trust_fishers_community","x30_trust_fishers_other","x30_trust_ngo","x30_trust_regional_decision","x30_trust_religious_leaders","x30_trust_village_alert","x31_my_community_ability","x38_reserve_fishing_allowed","x39_ma_boundaries_aware","x40_reserve_boundaries_aware","x49_enforcement_responsible","x50_ma_punishment","x51a_fishers_gear_not_permitted","x51b_fishers_reserves","x51c_fishers_ma_area","x51d_fishers_violate_fish_size","x51e_fishers_caught","x55_worry_food","x56_reduce_meal_size_adult","x59_food_procurement","x60_hh_fish_consumption","x61b_catch_recording","x61c_community_participation","x61d_strong_enforcement","x61h_individual_behavior","x61i_help_neighbors","x66_reaction_fishing_reserve","x66_response_fishing_reserve","x62_reserve_compliance","x63_fishing_in_reserve","x64_wrong_fishing_reserve","x21_boat_owner_status","x32_fishery_benefit_equal","x70_hh_average_income","x7_gender","x7_age","x7_relationship","x7_education","household_size","x44_scaled","x45_scaled","x48_scaled","x53_scaled","x61g_scaled","x43_scaled","x46_scaled","x52_scaled","x61a_scaled","x61f_scaled","x30a_scaled","eng_sum","agree_sum","eng_mean","agree_mean","raw_agree_mean","raw_eng_mean","cluster_no"
"2479",3887,"8e52704e-2b81-445c-99b1-0181546a8ca9","PHL","Surigao del Norte","Socorro","Albino Taruc",2174,9.610482,125.9563,"Socorro",43060,"Proposed","ramolo@rare.org","Vergel cacayan","Surveyor","Albino Taruc",NA,"Household head","M","Christian",NA,1,"caraga",-1,-1,-1,0,4,0,1,0,4,3,4,NA,NA,NA,NA,NA,100,11,NA,NA,90,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Stayed the same","Declines slightly","Once or never","1-2 per week",0,0,0,"Insufficient",3,3,3,3,4,4,3,2,"Neither",0,"Agree",NA,"Subnational Government","Strong",0,NA,0,1,NA,"Sometimes",0,"Uncertain","Few per week",4,4,4,4,4,NA,NA,NA,NA,NA,"Own",0,8000,"M",4,"Child","No formal",4,-1.084343,-0.6119182,-0.6022783,0.02274165,0.03147765,-1.148568,0.5918139,-0.8623544,0.1402803,-0.8385179,0.2248433,-2.24432,-1.892503,-0.4488641,-0.3154172,2,0.2,"1"
"2480",3888,"8e6856f4-e739-40dd-a4d2-53c8d2d526ca","MOZ","Inhambane","Inhassoro","Mucocuene",958,-21.54603,35.21167,"Mucocuene",2885,"Proposed","inhassoro@clrmail.com","ROBIM JULIÃO","Other","inhassoro","MA and Reserve","Spouse","F","Christian",NA,1,"Mucocuene",-1,-1,-1,0,4,1,0,0,3,3,4,0,30,4,NA,NA,70,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Declined slightly","Stays the same","1-2 per week","1-2 per week",0,0,0,"Tight",4,3,4,3,4,4,4,5,"Neither",0,"Neither",7,"Fisheries Management Body","Moderate",0,0,0,1,0,"Sometimes",1,"Uncertain","More than few per week",3,4,2,4,4,"negative informal sanction",1,"1",0,"3","Collective",0,5000,"F",12,"Child","Primary school",3,-1.084343,-0.6119182,-0.6022783,0.02274165,0.03147765,0.8609746,-1.091358,-0.8623544,-0.9746974,-0.8385179,0.2248433,-2.24432,-2.68111,-0.4488641,-0.4468516,1.833333,0.2,"2"
"2481",3891,"8e8f0774-bf10-4df5-85f9-d51be0a4db41","BRA","Pará","São João da Ponta","Porto Grande",4088,-0.780833,-48.00564,"RESEX São João da Ponta",3203,"Established","brazil1@rare.org","Messias Silva","Surveyor","Porto Grande",NA,"Spouse","F","Católico",NA,0,NA,-1,-1,-1,-1,4,1,1,1,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Stayed the same","Stays the same","1-2 per week","3-4 per week",1,0,0,"Tight",2,2,2,2,2,1,4,4,"Agree",-1,"Agree",7,"No enforcement system","Weak",0,0,5,0,0,"Never",0,"Very confident not","More than few per week",4,4,4,4,4,NA,NA,NA,NA,NA,"Own",1,800,"M",34,"Household head","Primary school",5,-1.084343,-0.6119182,-0.6022783,-0.9232684,0.03147765,0.8609746,0.5918139,0.8573317,0.1402803,-1.928224,-1.89995,-3.190331,-1.377773,-0.6380661,-0.2296288,1.833333,0,"2"
"2482",3892,"8e903525-6784-404f-bfa1-c8106a0fd801","PHL","Surigao del Norte","Socorro","Helene",2176,9.575037,125.9563,"Socorro",43060,"Proposed","ramolo@rare.org","godspeed steelerey nasayao","Surveyor","Helene",NA,"Household head","M","Christian",NA,1,"caraga",1,-1,-1,0,4,0,1,0,4,3,4,1,30,3,NA,NA,70,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Improved slightly","Stays the same","Once or never","A few times per month",1,0,0,"Tight",3,2,4,2,4,4,4,4,"Neither",0,"Neither",10,"Subnational Government","Strong",0,0,0,0,0,"Sometimes",1,"Confident not","More than few per week",4,3,4,3,4,"Negative formal sanction",1,"1",0,"4","Own",1,4000,"F",55,"Spouse","Primary school",4,0.9786667,-0.6119182,-0.6022783,0.02274165,0.03147765,-1.148568,0.5918139,-0.8623544,0.1402803,-0.8385179,0.2248433,-0.1813105,-1.892503,-0.0362621,-0.3154172,2,0.6,"1"
"2483",3894,"8ea34ee8-86c5-4da2-b9f0-1ea9001dbdda","PHL","Antique","Culasi","Jalandoni",1728,11.41732,122.0574,"Culasi",151100,"Established","ramolo@rare.org","Patricia Andaya","Surveyor","Jalandoni",NA,"Spouse","F","Christian",NA,1,"Antique",1,-1,-1,0,4,0,1,0,4,3,4,0,NA,NA,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"Declined a lot","Declines slightly","1-2 per week","1-2 per week",1,0,0,"Insufficient",4,3,5,3,5,3,4,4,"Neither",0,"Agree",10,"National Government","Moderate",0,0,1,1,0,"Sometimes",0,"Uncertain","Few per week",4,4,4,3,4,NA,0,"0",0,"3","Own",0,2000,"M",57,"Household head","Primary school",7,0.9786667,-0.6119182,-0.6022783,0.02274165,0.03147765,-1.148568,0.5918139,-0.8623544,0.1402803,-0.8385179,0.2248433,-0.1813105,-1.892503,-0.0362621,-0.3154172,2,0.6,"1"
"2484",3896,"8eb03b8b-e902-402c-9dfe-667056f6a89e","PHL","Antique","Culasi","Centro Poblacion",1726,11.42827,122.061,"Culasi",151100,"Established","ramolo@rare.org","Rexzel Garmino","Surveyor","Centro Poblacion",NA,"Spouse","F","Christian",NA,1,"Antique",-1,-1,-1,-1,3,1,0,0,3,4,3,1,NA,NA,NA,NA,50,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,12,NA,NA,NA,1,NA,NA,"Declined slightly","Stays the same","Once or never","A few times",0,0,0,"Tight",5,3,3,3,5,4,5,5,"Neither",0,"Strongly agree",10,"National Government","Moderate",5,10,0,5,5,"Sometimes",0,"Very confident not","Few",3,5,5,3,4,"1. Non-sanction",1,"-1",0,"5","Collective",0,10000,"F",39,"Spouse","Secondary school",3,-1.084343,-0.6119182,-0.6022783,-0.9232684,-1.186844,0.8609746,-1.091358,-0.8623544,-0.9746974,0.2511881,-0.8375531,-4.408653,-2.6538,-0.8817305,-0.4423,1.833333,-0.2,"2"
"2485",3897,"8ebaae43-e354-4788-a848-bdb8e6924cc5","PHL","Antique","Libertad","Barusbus",1845,11.76994,121.9277,"Libertad",35230,"Established","ramolo@rare.org","Jomil","Surveyor","Barusbus",NA,"Spouse","F","Christian",NA,1,"Antique",1,-1,1,1,4,1,1,1,5,5,5,1,NA,NA,NA,NA,50,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,6,NA,NA,NA,1,NA,NA,"Declined slightly","Declines slightly","Once or never","More than 1-2 times per week",1,0,0,"Tight",5,5,5,5,5,5,5,5,"Strongly agree",0,"Agree",10,"National Government","Severe",0,0,0,0,0,"Often",0,"Confident not","More than few per week",5,5,5,5,5,"Negative formal sanction",1,"0",0,"5","Own",0,3000,"M",15,"Child","Secondary school",5,0.9786667,-0.6119182,1.982814,0.9687517,0.03147765,0.8609746,0.5918139,0.8573317,1.255258,1.340894,1.28724,3.349792,6.193512,0.6699584,1.032252,3,1.2,"3"
"2486",3900,"8ed96363-96b9-4211-8f5d-0e6f4be672f1","PHL","Surigao del Norte","Del Carmen","Caub",1759,9.83219,125.9716,"Del Carmen",45170,"Established","ramolo@rare.org","Maribeth Espino","Surveyor","Caub","All 3","Spouse","F","Christian",NA,1,"Caraga",1,1,1,0,5,1,1,-1,5,5,5,1,NA,NA,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Improved slightly","Improves slightly","A few times per month","1-2 per week",1,1,0,"Tight",5,5,5,5,5,5,5,5,"Agree",0,"Agree",10,"Fisheries Management Body","Strong",0,2,0,2,0,"Sometimes",0,"Confident not","Few per week",5,5,5,5,5,"2. Negative informal sanction",1,"1",0,"4","Own",1,15000,"M",4,"Child","No formal",5,0.9786667,1.815576,1.982814,0.02274165,1.2498,0.8609746,0.5918139,-2.582041,1.255258,1.340894,1.28724,6.049598,2.75414,1.20992,0.4590233,2.666667,1.6,"3"
"2487",3901,"8f17bb79-1ede-4f68-8307-302811c187b6","PHL","Surigao del Norte","Del Carmen","San Fernando",1766,9.873409,125.9459,"Del Carmen",45170,"Established","ramolo@rare.org","Jayrome D. Comon","Surveyor","San Fernando","All 3","Parent","M","Christian",NA,1,"Caraga",1,1,1,0,4,0,1,0,4,4,4,1,NA,NA,NA,NA,100,12,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Declined slightly","Stays the same","Once or never","More than 1-2 times per week",1,1,0,"Tight",4,4,4,4,4,4,4,4,"Neither",0,"Agree",10,"Fisheries Management Body","Strong",0,0,0,0,0,"Sometimes",1,"Confident not","Few",0,4,4,4,4,"2. Negative informal sanction",1,"-1",0,"4","Own",1,4000,"F",6,"Child","Primary school",1,0.9786667,1.815576,1.982814,0.02274165,0.03147765,-1.148568,0.5918139,-0.8623544,0.1402803,0.2511881,0.2248433,4.831276,-0.802797,0.9662551,-0.1337995,2.166667,1.4,"3"
"2488",3902,"8f1cef9e-0218-4e9e-b108-36412502614a","PHL","Surigao del Norte","Santa Monica","Rizal",2283,10.03472,126.0447,"Santa Monica",54520,"Proposed","ramolo@rare.org","Jinafe Tayco","Surveyor","Rizal","All 3","Household head","M","Christian",NA,1,"caraga",1,-1,-1,-1,4,1,1,1,4,4,3,1,NA,NA,NA,NA,80,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,1,NA,NA,"Declined slightly","Declines slightly","A few times per month","1-2 per week",1,0,0,"Tight",3,3,3,3,3,3,3,3,"Agree",NA,"Agree",9,"Fisheries Management Body","Strong",3,2,3,2,2,"Sometimes",0,"Confident not","Few per month",4,4,4,4,NA,NA,0,"0",0,"4","Rent",1,6000,"F",31,"Spouse","Primary school",3,0.9786667,-0.6119182,-0.6022783,-0.9232684,0.03147765,0.8609746,0.5918139,0.8573317,0.1402803,0.2511881,-0.8375531,-1.127321,1.864036,-0.2254641,0.3106726,2.333333,0.4,"4"
"2489",3903,"8f2b1349-826f-4888-ba71-426e324121a3","MOZ","Inhambane","Massinga","Pomene",236,-22.90675,35.55689,"Pomene",6893,"Proposed","pomene@clrmail.com","Honório Manjor","Student","Pomene",NA,"Parent","M","Traditional",NA,1,"Massinga-Malamba",1,1,-1,-1,4,1,1,1,3,3,4,NA,NA,NA,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,"Declined a lot",NA,"1-2 per week","3-4 times per week",NA,0,1,"Insufficient",3,4,3,4,3,4,5,5,"Agree",-1,"Agree",5,"Other","Moderate",0,8,0,10,10,"Sometimes",0,"Confident not","More than few per week",4,5,5,5,5,NA,NA,NA,NA,NA,NA,1,8500,"F",64,"Spouse","No formal",1,0.9786667,1.815576,-0.6022783,-0.9232684,0.03147765,0.8609746,0.5918139,0.8573317,-0.9746974,-0.8385179,0.2248433,1.300173,0.7217483,0.2600347,0.1202914,2.166667,0.8,"4"
"2490",3904,"8f3ce620-c125-4461-a734-094d50e2fa5f","PHL","Antique","Culasi","Lipata",1730,11.4679,122.0597,"Culasi",151100,"Established","ramolo@rare.org","CHRISTIAN JAY P. FETALCO","Surveyor","Lipata",NA,"Household head","M","Other","Aglipay",1,"Antique",1,-1,1,1,4,1,1,1,4,4,4,1,NA,NA,NA,NA,100,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Declined a lot","Declines slightly","Once or never","More than 1-2 times per week",1,0,0,"Insufficient",4,4,4,4,4,4,4,4,"Agree",0,"Strongly agree",10,"Fisheries Management Body","Moderate",0,10,0,0,0,"Sometimes",0,"Uncertain","Few per week",4,4,4,4,3,"Negative formal sanction",1,"0",0,"4","Own",1,2000,"M",16,"Other parent","University",7,0.9786667,-0.6119182,1.982814,0.9687517,0.03147765,0.8609746,0.5918139,0.8573317,0.1402803,0.2511881,0.2248433,3.349792,2.926432,0.6699584,0.4877387,2.5,1.2,"3"
"2491",3905,"8f48677a-b14b-4898-80df-2265d5acc054","PHL","Surigao del Norte","Dapa","Cambas-Ac",1743,9.757034,126.0254,"Dapa",17130,"Established","ramolo@rare.org","Gil C. Bandoy","Surveyor","Cambas-Ac",NA,"Spouse","F","Christian",NA,1,"Caraga",1,1,1,2,4,0,1,1,3,4,3,0,NA,NA,NA,NA,100,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Declined slightly","Stays the same","1-2 per week","A few times per month",1,0,0,"Sufficient",4,5,5,5,4,4,4,5,"Agree",1,"Agree",10,"Fisheries Management Body","Moderate",3,2,4,3,1,"Often",1,"Confident not","Few per month",NA,4,3,4,4,"2. Negative informal sanction",1,"0",0,"4","Rent",1,30,"F",45,"Spouse","Secondary school",5,0.9786667,1.815576,1.982814,1.914762,0.03147765,-1.148568,0.5918139,0.8573317,-0.9746974,0.2511881,-0.8375531,6.723296,-1.260485,1.344659,-0.2100808,2,1.8,"3"
"2492",3906,"8f5125bf-721e-486e-be0b-40b8b7cccef5","HND","Islas de la Bahía","Guanaja","El Cayo",603,16.44188,-85.88744,"Guanaja",182101,"Strengthened","mar1@rare.org","ALMA JUDITH ZALDIVAR ZELAYA","Community Member","El Cayo",NA,"Household head","M","Christian",NA,1,"Guanaja",1,-1,0,0,5,1,0,1,5,4,4,NA,NA,NA,NA,NA,40,12,NA,NA,NA,NA,NA,NA,NA,NA,40,12,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Declined slightly","Declines a lot","A few times","1-2 per week",1,0,1,"Tight",3,2,3,4,3,3,4,4,"Agree",NA,"Strongly agree",10,"Subnational Government","No punishment",5,3,2,1,2,"Sometimes",1,"Uncertain","Few per month",5,5,5,5,5,NA,NA,NA,NA,NA,"Own",0,4200,"M",59,"Household head","Primary school",1,0.9786667,-0.6119182,0.6902678,0.02274165,1.2498,0.8609746,-1.091358,0.8573317,1.255258,0.2511881,0.2248433,2.329558,2.358238,0.4659115,0.3930397,2.5,1,"4"
"2493",3907,"8f5a6f95-6bfa-43e0-a8d3-708696ddf62a","PHL","Surigao del Norte","General Luna","Poblacion I (Purok I)",1780,9.779521,126.1445,"General Luna",100200,"Proposed","ramolo@rare.org","Sharmine L. Salubre","Surveyor","Poblacion I (Purok I)",NA,"Spouse","F","Christian",NA,1,"Caraga",1,-1,-1,0,4,0,1,1,4,3,4,1,50,5,NA,NA,50,6,NA,NA,50,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Stayed the same","Stays the same","1-2 per week","More than 1-2 times per week",0,0,1,"Tight",4,3,3,3,5,4,4,3,"Agree",0,"Agree",10,"Subnational Government","Moderate",0,0,0,0,0,"Sometimes",0,"Uncertain","More than few per week",4,4,4,4,4,NA,0,"1",0,"5","Own",0,10000,"M",18,"Child","Secondary school",5,0.9786667,-0.6119182,-0.6022783,0.02274165,0.03147765,-1.148568,0.5918139,0.8573317,0.1402803,-0.8385179,0.2248433,-0.1813105,-0.1728169,-0.0362621,-0.02880282,2.166667,0.6,"1"
"2494",3908,"8f60aa86-592e-46a6-ad85-25ccc9575274","PHL","Antique","Libertad","San Roque",1857,11.7796,122.0004,"Libertad",35230,"Established","ramolo@rare.org","godspeed steelerey nasayao","Surveyor","San Roque",NA,"Spouse","F","Other","inc",1,"caraga",1,-1,-1,0,3,0,0,0,4,3,4,NA,NA,NA,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Declined slightly","Stays the same","Once or never","More than 1-2 times per week",1,0,1,"Tight",3,2,3,2,4,4,3,4,"Neither",0,"Neither",NA,"Subnational Government","Strong",0,NA,0,0,NA,"Sometimes",1,"Confident not","More than few per week",4,3,4,4,3,NA,NA,NA,NA,NA,"Own",1,3000,"M",62,"Household head","Primary school",3,0.9786667,-0.6119182,-0.6022783,0.02274165,-1.186844,-1.148568,-1.091358,-0.8623544,0.1402803,-0.8385179,0.2248433,-1.399633,-3.575675,-0.2799265,-0.5959458,1.833333,0.4,"1"
"2495",3911,"8f7823b9-67d6-4169-9489-f1f911799252","PHL","Surigao del Norte","General Luna","Santa Cruz",2288,9.839116,126.1328,"General Luna",100200,"Proposed","ramolo@rare.org","godspeed steelerey nasayao","Surveyor","Santa Cruz",NA,"Spouse","F","Christian",NA,1,"caraga",1,-1,-1,0,4,0,1,0,4,3,4,NA,NA,NA,NA,NA,100,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Stayed the same","Stays the same","Once or never","More than 1-2 times per week",1,0,0,"Tight",3,2,4,2,4,4,3,4,"Neither",0,"Neither",NA,"Subnational Government","Strong",0,NA,0,0,NA,"Sometimes",1,"Confident not","More than few per week",4,3,4,3,4,NA,NA,NA,NA,NA,"Collective",1,6000,"F",10,"Child","Secondary school",5,0.9786667,-0.6119182,-0.6022783,0.02274165,0.03147765,-1.148568,0.5918139,-0.8623544,0.1402803,-0.8385179,0.2248433,-0.1813105,-1.892503,-0.0362621,-0.3154172,2,0.6,"1"
"2496",3912,"8f7dfa4d-4587-4165-a664-7641e7cc42d8","PHL","Surigao del Norte","General Luna","Baybay (Suyangan)",1774,9.993458,126.0755,"General Luna",100200,"Proposed","ramolo@rare.org","Gil C. Bandoy","Surveyor","Baybay (Suyangan)",NA,"Spouse","F","Christian",NA,1,"Caraga",1,1,1,1,4,0,1,1,3,4,4,1,NA,NA,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Declined slightly","Stays the same","A few times per month","A few times per month",1,0,0,"Tight",4,5,4,5,3,5,4,5,"Agree",1,"Agree",10,"Fisheries Management Body","Moderate",3,4,3,4,2,"Often",1,"Uncertain","Few per month",4,4,5,5,4,"2. Negative informal sanction",1,"0",0,"3","Rent",1,20,"F",19,"Child","Secondary school",5,0.9786667,1.815576,1.982814,0.9687517,0.03147765,-1.148568,0.5918139,0.8573317,-0.9746974,0.2511881,0.2248433,5.777286,-0.1980885,1.155457,-0.03301475,2.166667,1.6,"3"
"2497",3916,"8f8fec64-f295-4067-b4fb-68c0157f399c","PHL","Antique","Libertad","Union",1860,11.76338,121.896,"Libertad",35230,"Established","ramolo@rare.org","Jason Rivera","Surveyor","Union",NA,"Spouse","F","Christian",NA,1,"antique",1,-1,1,0,5,0,1,1,4,5,4,1,NA,NA,NA,NA,70,12,70,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,12,"making banig",1,NA,NA,"Declined a lot","Declines slightly","Once or never","More than 1-2 times per week",1,0,1,"Sufficient",5,5,5,4,5,5,4,5,"Agree",0,"Strongly agree",10,"Subnational Government","Strong",0,0,0,1,1,"Sometimes",0,"Uncertain","More than few per week",5,5,5,4,5,"Negative formal sanction",1,"1",0,"5","Own",1,5000,"F",7,"Child","Primary school",4,0.9786667,-0.6119182,1.982814,0.02274165,1.2498,-1.148568,0.5918139,0.8573317,0.1402803,1.340894,0.2248433,3.622104,2.006595,0.7244208,0.3344325,2.5,1.2,"3"
"2498",3917,"8f916fa6-0e38-4ecd-8e70-d9c8812a6edd","PHL","Antique","Culasi","Batonan Norte",1722,11.37899,122.0706,"Culasi",151100,"Established","ramolo@rare.org","Jason Rivera","Surveyor","Batonan Norte",NA,"Household head","M","Christian",NA,1,"Antique",1,-1,1,1,5,0,1,0,4,2,4,1,50,12,NA,NA,50,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Declined a lot","Improves slightly","Once or never","More than 1-2 times per week",1,0,0,"Insufficient",5,5,5,5,3,4,5,4,"Neither",0,"Strongly agree",10,"Subnational Government","Strong",0,0,0,0,0,"Sometimes",0,"Uncertain","More than few per week",3,4,5,4,5,"Negative formal sanction",1,"1",0,"5","Own",1,4500,"M",15,"Child","No formal",3,0.9786667,-0.6119182,1.982814,0.9687517,1.2498,-1.148568,0.5918139,-0.8623544,0.1402803,-1.928224,0.2248433,4.568114,-2.982209,0.9136228,-0.4970349,1.833333,1.4,"3"
"2499",3918,"8f93045e-686e-4d93-bcb0-b9d4646c876a","PHL","Antique","Libertad","Barusbus",1845,11.76994,121.9277,"Libertad",35230,"Established","ramolo@rare.org","Rexzel Garmino","Surveyor","Barusbus",NA,"Spouse","F","Christian",NA,1,"Antique",1,-1,0,-2,5,0,1,0,5,5,5,1,NA,NA,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Declined slightly","Stays the same","Once or never","A few times",1,1,0,"Insufficient",5,5,5,5,5,5,5,5,"Agree",0,"Agree",10,"Fisheries Management Body","Strong",0,0,0,0,0,"Often",0,"Uncertain","Few per week",5,5,5,5,5,NA,0,"1",0,"4",NA,1,3000,"F",38,"Spouse","University",2,0.9786667,-0.6119182,0.6902678,-1.869279,1.2498,-1.148568,0.5918139,-0.8623544,1.255258,1.340894,1.28724,0.4375375,2.464283,0.0875075,0.4107139,2.666667,0.6,"1"
"2500",3919,"8fa8a645-adf8-420b-841b-d9de6add9a7f","PHL","Antique","Culasi","Malalison Island",1732,11.41386,122.0205,"Culasi",151100,"Established","ramolo@rare.org","Rexzel Garmino","Surveyor","Malalison Island",NA,"Household head","M","Christian",NA,1,"Antique",1,-1,1,1,5,0,1,1,5,5,5,1,NA,NA,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Declined slightly","Stays the same","Once or never","More than 1-2 times per week",1,0,0,"Insufficient",5,5,5,5,5,5,5,5,"Neither",0,"Strongly agree",10,"Fisheries Management Body","Severe",0,0,0,3,0,"Sometimes",0,"Uncertain","Few per month",5,5,5,5,5,"Negative formal sanction",1,"1",0,"5","Own",1,5000,"F",41,"Spouse","Secondary school",4,0.9786667,-0.6119182,1.982814,0.9687517,1.2498,-1.148568,0.5918139,0.8573317,1.255258,1.340894,1.28724,4.568114,4.183969,0.9136228,0.6973282,2.833333,1.4,"3"
"2501",3920,"8fb1b244-527b-4d62-9de6-e2110266b9c1","HND","Colón","Trujillo","Puerto Castilla",2344,16.01033,-85.94788,"Trujillo",97725,"Proposed","mar12@rare.org","Ana bessy valdez","Community Member","Puerto Castilla",NA,"Household head","M","Christian",NA,1,"Catolico",1,-1,-1,2,5,0,1,1,5,5,2,0,NA,NA,NA,NA,50,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"Declined a lot","Declines a lot","1-2 per week","More than 1-2 times per week",0,1,0,"Sufficient",5,5,1,5,2,5,5,5,"Agree",0,"Neither",5,"Myself","Moderate",NA,0,0,NA,0,"Never",0,"Uncertain","Few",5,5,5,5,5,NA,0,"1",0,"5","Own",1,3750,"M",73,"Household head",NA,2,0.9786667,-0.6119182,-0.6022783,1.914762,1.2498,-1.148568,0.5918139,0.8573317,1.255258,1.340894,-1.89995,2.929032,0.99678,0.5858063,0.16613,2.333333,1.2,"1"
"2502",3923,"8fd9433b-23e6-4b5d-9779-5d22f1c3e866","PHL","Surigao del Norte","Del Carmen","San Jose (Pob.)",1767,9.870066,125.9784,"Del Carmen",45170,"Established","ramolo@rare.org","Gil C. Bandoy","Surveyor","San Jose (Pob.)",NA,NA,"M","Christian",NA,1,"Caraga",0,0,0,1,3,0,0,1,3,3,3,0,NA,NA,NA,NA,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Insufficient",3,4,4,4,4,3,3,3,"Agree",0,"Neither",8,"Fisheries Management Body","Strong",1,2,2,1,0,"Often",1,"Uncertain","Few per month",3,3,3,NA,3,NA,0,NA,0,"3",NA,1,40,"M",33,"Household head","Primary school",2,-0.05283827,0.6018287,0.6902678,0.9687517,-1.186844,-1.148568,-1.091358,0.8573317,-0.9746974,-0.8385179,-0.8375531,1.021166,-4.033363,0.2042331,-0.6722271,1.666667,0.8,"2"
