submissionid,ma_id,14_responsibility
91e240e2-0844-4283-840c-efa99c99cfe4,75,Cooking for family
c8b5fe56-5c5a-4b5c-ba1e-e6092704ba2c,75,Selling fish
39c4864e-94c3-48bc-8610-ab9f62310f60,75,Cooking for family
f669f285-d22c-4916-b9b9-17e5fa582d1e,75,Cooking for family
1690dabb-2c48-49d3-8760-129a1c0bd8ad,75,Selling fish
349fd766-0f27-4109-b849-4cebd51668ec,75,Preparing gear for fishing
349fd766-0f27-4109-b849-4cebd51668ec,75,Selling fish
17566150-4154-40f1-b10e-6bde0a8053c1,75,Caring for children
add726b4-d375-4612-8618-9f115a06b665,63,Cooking for family
0a29f2d1-8bba-4f6d-8d5d-695625c9457c,56,Caring for children
f169e82c-a3fe-4cda-b65f-633d3dcdfad2,56,Caring for children
154c7aee-f84a-407a-8eda-dd465152dc35,59,Caring for children
54d425f0-d586-40a3-a35b-495096565b48,59,Caring for children
1cd34dc2-b513-4bbe-8d87-15918b88fc96,69,Other
5ab73c47-cc4b-4310-bee8-d388bb1737fb,69,Cooking for family
ef7df562-032a-45b9-ab89-0f52ae5633ae,69,Selling fish
aa94600d-e06c-460f-80ca-b00e6547f4d1,69,Caring for children
aa94600d-e06c-460f-80ca-b00e6547f4d1,69,Other
65115b05-0233-47e3-a7f3-2dedb1055342,69,Cooking for family
569031f6-3e2c-4054-9fe4-080b08de66f2,69,Caring for children
090fadc6-83d8-44f4-8d51-ca747d5492a8,69,Caring for children
2ac015a0-7711-4690-a6cd-15e6aab9f493,69,Cooking for family
6f164817-6561-492b-ba76-1cd417cac505,69,Selling fish
418dd380-a20f-4ce0-a474-40a944b4a432,69,Cooking for family
e9c68d2d-6f7c-4aca-8efd-d77a60ca51ed,69,Cooking for family
c8fa05c6-3b73-4c2f-ae17-1c3084ea0f80,69,Preparing gear for fishing
371fa55a-eec3-46d8-87b1-1c8a53e308ac,69,Cleaning fish
371fa55a-eec3-46d8-87b1-1c8a53e308ac,69,Other
50982b89-30a5-4e8c-af37-d49155a54106,59,Cooking for family
193eab6c-999e-4cef-a894-d5502ee2d1f9,59,Cooking for family
08cba3ce-8eed-4855-9b1c-8d0772007836,59,Preparing gear for fishing
9d328a2a-33b6-4998-920e-f33a2a4072d1,69,Preparing gear for fishing
6311292a-8f23-40e3-87ba-decf721a6cc0,69,Cleaning fish
e234abe6-2095-4b56-bcbf-749a66a744d7,69,Selling fish
4cc7edd7-1640-4522-ac2c-420734bc2485,69,Preparing gear for fishing
4cc7edd7-1640-4522-ac2c-420734bc2485,69,Cleaning fish
b5d14848-3816-4fba-9a19-ea12267351d8,63,Cooking for family
6b39041a-bc86-4516-89dc-f97d86e8b26f,63,Selling fish
2bc9ec27-1cf6-4aa9-bfeb-403d2b6c3c8d,63,Cleaning fish
6f1bad60-04ec-4345-9a7b-1c4ac1081e34,59,Cooking for family
b50654f2-ff33-4180-bdd3-5c6919c29a01,56,Cooking for family
925af2bf-b97b-40cc-8387-b352a7513bcb,56,Selling fish
4d92261b-4523-42d4-9007-037d67a06aac,56,Cooking for family
f3af3a51-e7ec-4211-9e97-9f5165751538,56,Cooking for family
5fb257ff-7d04-4081-b6b2-ec38af8846aa,69,Caring for children
3aef5d50-6282-4600-8a6a-5841f09a57e6,69,Cooking for family
474d148d-6511-4d04-a043-50767a5b0a2d,69,Cooking for family
f3ab837c-7ba3-4aa6-bd1b-5fbff78cb5d2,69,Cooking for family
442ae7d3-d0fd-4da3-b250-550eddeb555c,59,Other
f4814918-8aac-413b-8e91-87ff45fc38ae,59,Caring for children
bad2908a-2050-4bd6-90d4-c61b2417a399,63,Cleaning fish
d8a9938f-52b7-4458-b032-ce98f1a6970e,174,Cooking for family
49979258-029c-45e2-bd59-0c44fee6617a,51,Cleaning fish
2e141571-b6ad-430b-b430-8a8d836e383f,51,Cooking for family
9efdbd42-7917-4184-b078-c432a96e4b45,51,Caring for children
ec279f54-a3c9-4b03-8138-c5e3eb4812ba,51,Preparing gear for fishing
09653418-fb4a-44f3-bd48-fd07dd5ddeed,51,Selling fish
748122b4-e440-4097-a0b1-08ab41b577bf,51,Caring for children
868445a1-87a0-49e6-b6e4-c36e7aecaccf,51,Cleaning fish
b9b9dc29-0bc6-4210-98cc-479064b9cdcc,63,Cleaning fish
e395e3ae-076f-4035-9042-388c9f9c6568,60,Cooking for family
a162c7ec-c1e4-4c75-8bec-0c29de569f78,60,Cooking for family
e7bc52d6-13c5-4d01-adfb-041b19503c9d,60,Caring for children
7f09762b-16d1-422b-9c1a-b258ebdb0f5e,174,Cooking for family
f856ba98-fcc7-406d-87a7-1866219c983d,51,Caring for children
2a30bd18-9378-45b3-90e2-4c28971b3980,60,Caring for children
ba492275-77f6-48e2-9a10-017dbd865170,60,Cooking for family
86286897-ec8a-4e6e-80ba-6a65c19b560e,60,Selling fish
4b2500e3-6aca-4664-9c0d-868533f31764,63,Cooking for family
7dd078b9-a1de-4d29-bb6a-ad11692489b0,63,Caring for children
e1198725-7bad-4553-a5f7-536af84e198d,63,Preparing gear for fishing
7bf34a62-85d8-47d7-a147-ee453a80a4b1,60,Caring for children
c553a8d3-60db-43b8-bed1-935242794bad,60,Cooking for family
cd7bd3b3-2898-457c-8e94-11dc49f8b07f,60,Cooking for family
ba33c7b6-91f8-4818-9b21-ec2996505439,60,Caring for children
beae218c-680d-4c08-8e76-3fbafe7569ea,63,Cooking for family
e462602e-f002-4aff-af44-923801709176,63,Cooking for family
c8378010-9d53-489c-a644-abd3f3a3ce7e,63,Caring for children
3dff821c-93bb-470e-a074-96dd92cff27d,61,Cooking for family
46c7c3c9-d848-4536-a1ae-4d65f933a2f4,61,Caring for children
5b58438b-142b-4289-8a04-88bbc58824c3,60,Cooking for family
f4e98663-9f6f-4162-a546-536cdcbeb80e,60,Cooking for family
48dbeb61-4edf-4a62-af0f-f5a2b748cfad,60,Caring for children
48dbeb61-4edf-4a62-af0f-f5a2b748cfad,60,Cooking for family
a2da9b44-5986-4cdb-ab7f-fe00bedb7fdc,60,Caring for children
be657051-0b97-4639-bb15-91d416a8b3a4,59,Preparing gear for fishing
4f2579c0-0ddc-4ef0-b5e0-13005887ec69,56,Selling fish
745d077b-d4e5-4756-ae55-8a35747f5385,60,Cleaning fish
698a585b-fc27-4abe-b36c-4c2e3d3d8e50,60,Caring for children
5d2ddd30-3d9c-4c62-a5c0-824a6e3028d7,60,Other
96a33d66-77e1-4a15-9e2d-857a48ea34c2,60,Caring for children
ec8ddf77-752f-44d1-b453-27e17218fd49,56,Preparing gear for fishing
f1b89fb7-0607-4264-ad47-9649baa2751e,174,Cooking for family
5fdae939-5991-4e78-8f9f-01f09b8648d7,56,Selling fish
5566f0eb-6007-44c7-906d-2e57cc6d7169,61,Cooking for family
764734ae-dc82-43f4-994d-0ef69f6840da,61,Selling fish
96f995c0-400e-4db8-984c-fe1d5a69fd05,61,Selling fish
02f1b60d-3f8e-45bf-a09b-a3e1966ca977,61,Cooking for family
eafc8749-4b25-4e5e-951e-a0140e15b43a,63,Caring for children
a826359c-2064-4faf-81ab-4648f55e62a7,67,Caring for children
624fb5ea-148c-4f1a-bdf6-d572db81382c,60,Cooking for family
d65ef40a-ff76-4300-98c9-f61026a16fa8,60,Caring for children
a1efad98-90ed-4841-baf3-2f7d5f98e5f9,60,Cleaning fish
97052155-a6b6-43e6-843d-3efef3d3edb6,174,Cleaning fish
42249fb6-eed8-4bb9-8e0d-0bfff12d12b0,63,Cooking for family
8721974e-f805-41ac-8fc5-bc7297cd434a,67,Selling fish
00aa723b-44af-49ea-83e2-9214273e2494,59,Cooking for family
12c65a8e-dc14-47c0-996a-ea2fffbde93f,67,Cooking for family
3b4b8501-d4c0-4300-b078-d916f0feec5f,51,Cooking for family
774dcafa-852f-42b4-bbd6-63600356eba3,59,Cleaning fish
52c71fa7-69a5-4257-86dc-f286ebd56fed,60,Caring for children
9456cd3c-d4f0-427e-abf7-6c8658a6a62a,77,Cooking for family
7cd02f2c-a3d6-4397-be06-4d8a30b5cfae,59,Cooking for family
7cd02f2c-a3d6-4397-be06-4d8a30b5cfae,59,Preparing gear for fishing
5e2036b4-d75f-490a-9c5f-d76afe6904ad,59,Preparing gear for fishing
a69c23f5-39dd-4104-b32c-920960fa6520,67,Caring for children
a69c23f5-39dd-4104-b32c-920960fa6520,67,Selling fish
9744aa00-9d6a-4a0b-a9e4-71740bf98760,67,Caring for children
2b9b45ff-dc00-44d2-9156-edec6e4a095b,72,Cooking for family
00166f73-44c3-4e5e-8f18-965e367ce50c,75,Other
f55e4e2d-d021-42aa-9c95-6f5927fcb06f,75,Cooking for family
369e6089-5377-486d-a1cf-2e31542a3dcc,75,Caring for children
343ef62f-6d90-4d62-9a2d-38dedf3021c1,75,Cooking for family
49da3eb0-91d6-47fd-ac85-c41a8a4c83b1,75,Cooking for family
a116d296-e3f1-4595-b418-a51fb08cded5,67,Preparing gear for fishing
1772fd05-bd7b-4dd1-96da-37f5367795a2,67,Preparing gear for fishing
f2d22aa5-ac57-496b-94f7-0a2ea8a75699,75,Cooking for family
e9869058-edd7-4bd2-b91b-ad7f1ba40f3c,75,Other
1bf1ffd4-0802-4d70-8418-2d48de9246d2,75,Cooking for family
99321b46-d53d-435c-bae0-12562ee41c7e,56,Caring for children
5597b4bf-139f-4379-b352-7c7791e60322,60,Cooking for family
5597b4bf-139f-4379-b352-7c7791e60322,60,Caring for children
f6180096-c4e1-4298-a4b8-6be2e45fe306,67,Caring for children
f7e13268-04f7-41d2-82f8-3cd8381de96f,75,Cooking for family
8968fa55-09a0-46b0-89a6-3f42d556f6cf,75,Cooking for family
b73cfc72-3254-4921-8ef8-0b4e90b18c66,56,Cooking for family
39c1041d-8654-4cc5-9fec-958139320bd0,59,Selling fish
a8392e5f-50f6-4fd8-bbac-ccb5821c3fe5,56,Caring for children
62a9ef02-036d-4e55-b2ef-f521d903c00a,56,Cleaning fish
9b4edef6-5606-458c-a83c-f57054d39085,67,Selling fish
18f80ff9-8352-4c51-878b-9f1c784b16a5,61,Selling fish
d025adb1-f6f4-4f10-96b0-9b7393f1d49f,67,Caring for children
d854d333-4fd8-4683-8ab8-2dc5ac64453b,67,Selling fish
62a49112-579c-4897-9eeb-54ff4994c490,63,Cooking for family
56dcf9ad-70cd-497e-aca1-10f1a0ada55d,67,Preparing gear for fishing
59e0e3bf-feb8-4f2e-a567-b5717dd55256,67,Caring for children
9e18a7f0-753d-48ca-80c4-d370267ebd2d,69,Cooking for family
65a90397-c392-405b-b04f-bcef68c64d30,65,Cooking for family
a4cc5d4e-9a63-4f12-9f06-c312c1ab67ff,75,Cooking for family
aee97ab4-6e86-4dd0-a807-6d14f1ff2a18,67,Preparing gear for fishing
5bd1a5c2-dff4-498f-9e0c-2ab5e8a326f1,73,Cooking for family
1eea1069-1d8a-469d-b01d-bb0c2437c6de,51,Caring for children
ea12c6c2-4dfc-45d4-b557-12354f3eb8f9,51,Caring for children
e4cf2394-51c6-4193-857e-30a31e7b68c5,59,Cooking for family
c073ced3-7fa1-4b71-a114-f07f5fb2175c,59,Preparing gear for fishing
9df09bb8-845d-4026-85e5-b12652929297,68,Caring for children
f9d3ceaf-b158-42bc-afef-4a78055696cc,68,Selling fish
f8706e5e-4126-468a-9212-f39ebde89ab8,68,Preparing gear for fishing
210231d6-99ff-4520-8d5d-ece98392919c,68,Selling fish
73d14a74-8b89-4283-ab76-a83027cfa891,68,Cleaning fish
ca5c39e9-f4d3-46f0-9d99-94dbd749ceb1,68,Caring for children
6f90fe68-4bdd-45eb-bea1-ac5a701af2dc,68,Cleaning fish
ed82bcaf-f273-4fe6-90c1-0df87a0f7e66,68,Preparing gear for fishing
e7357138-08c6-4089-b76d-e2682557521e,68,Caring for children
e8b014ec-87fb-4b6b-8ef0-a5d504c95767,59,Selling fish
ffba9acb-bdae-4949-b9f3-bcbe2808df85,65,Cooking for family
edff36ef-278a-46d3-b2e8-0f8cb2f732c6,65,Caring for children
edff36ef-278a-46d3-b2e8-0f8cb2f732c6,65,Other
0ed95241-5203-4eba-aa71-0c9c2628f1a4,65,Caring for children
0ed95241-5203-4eba-aa71-0c9c2628f1a4,65,Cleaning fish
2e82b391-bf6b-4780-bd18-023df9d3aeca,68,Caring for children
bb10bd9b-79a0-478d-86b3-a30681b88e0b,68,Caring for children
c0eaf24a-bc92-47aa-8fbb-082fd09b30ab,68,Cleaning fish
a83c2495-c02f-4a53-b40b-0e0f6a1e9c86,68,Cooking for family
f5909991-d5cb-4b7a-938f-95d21cd0852a,68,Selling fish
3124d8fc-b6e9-48a4-8750-9df33054b138,68,Caring for children
f4732c35-4d06-486e-81c4-7041d4ba068b,68,Caring for children
f68c81bc-e22e-4920-b174-caf52515bd07,68,Preparing gear for fishing
f85e3e82-6d72-4a13-bace-6fc8dc0f1f22,68,Cooking for family
4ad3d03f-5a19-479d-82ff-fcc58f3270e1,68,Caring for children
4ad3d03f-5a19-479d-82ff-fcc58f3270e1,68,Selling fish
8e668766-d9cf-4691-8351-9be1ff09a3ef,68,Cooking for family
dfdf299f-d170-40e0-bbbf-f42aed738f44,68,Caring for children
eb1ac156-7900-4da8-bcec-ebfdbd14a89d,68,Cooking for family
0f775639-775a-4ef2-8264-18124173726f,68,Cleaning fish
7fcab786-7f49-459a-99e0-3f98937f5f29,68,Cleaning fish
6f90dc27-f8bd-41fc-835d-ef1e9653c0cd,68,Cleaning fish
48f2c012-e5ca-4d01-a6c9-b76c5db24192,68,Cooking for family
8f637582-8db3-4b22-bd75-add1d3d4ef3c,68,Cooking for family
509dab4b-e9bf-4481-a827-ed24dc2ff702,63,Cleaning fish
630c7356-815f-48aa-bb4c-8c499d205422,68,Cooking for family
1b86437b-5639-4a7e-90f8-d7eb9804df37,68,Selling fish
dc27755f-d9e9-417c-9c2d-a74961f8f6b9,68,Cooking for family
48e28f02-4767-45d8-b7d1-7d3ebc7a2e5c,68,Preparing gear for fishing
e829a29a-1440-4db0-86ec-697ab7458d43,68,Cooking for family
459c4928-0518-4171-b9f1-3efe76f4f5a2,68,Selling fish
6f8d0126-bf6e-4fd7-9b5d-549574666814,68,Caring for children
228c5eb9-2d87-4b3d-88d9-f1d20e298cdb,68,Selling fish
c6319921-8951-4804-b8a8-d64fad79677a,68,Caring for children
6a5c2cd1-1365-4222-bacc-e1f4d6f7a081,60,Cleaning fish
6a5c2cd1-1365-4222-bacc-e1f4d6f7a081,60,Selling fish
6ce23b1c-ffbd-490a-ae99-17bb650a8877,174,Selling fish
afd16986-1f0c-47cc-99f2-5cf0af4c40cf,60,Preparing gear for fishing
afd16986-1f0c-47cc-99f2-5cf0af4c40cf,60,Cleaning fish
0537ef04-8082-4d8d-bf3c-2a9891e78fa2,174,Preparing gear for fishing
24acdcc1-7bce-4725-85bb-95f78b6d3f20,60,Caring for children
d47b24d6-3eea-43cc-9953-07825cab4464,174,Cleaning fish
d952cb33-b87c-465d-85c7-bb9c2b2b86aa,174,Cooking for family
d9d192d6-40b5-4481-8f8f-3a188735081e,174,Selling fish
cddf8d4b-75f4-4c1f-94d8-2dbe76db8007,174,Caring for children
4f0c7355-3af9-478a-9f48-db9418910c3e,174,Selling fish
cc542270-a3d8-434a-90ac-04740ca38094,174,Cooking for family
47df8a1a-9ac7-4a41-9448-2046dc92fa83,174,Cleaning fish
a7605d71-bd1f-4340-8daf-1e52cb2e3f42,60,Selling fish
9aa5ff7c-500f-4389-84e7-e38ca66c366a,60,Preparing gear for fishing
5b6dbd6b-3ef1-48ed-a6f6-7bd375e06325,60,Selling fish
e56320dd-d324-497e-a61a-ad236ce10372,67,Preparing gear for fishing
09466104-5ed6-4583-8afb-2ee0efdaa62b,62,Caring for children
70ba37b1-430c-46d4-8fae-471289ae1d68,62,Other
9358ac3d-3976-42c3-985d-f8303ef1b191,62,Other
a8e2c896-3859-47cc-9091-0360c085d954,62,Cleaning fish
13f101a6-ff4f-4286-9c66-bf8119979865,62,Cleaning fish
de25fbab-773d-4ded-bbf5-14d4681be393,73,Cooking for family
52226796-de85-4e0d-b5e6-5ca61c07a510,62,Cleaning fish
20db3b20-2e3d-428e-980d-cbef154f0ee1,68,Caring for children
a73f9d1f-8946-4567-861b-838dacb8067f,68,Cooking for family
4eb4cf1f-e5ea-428f-9c7d-87243a4a4753,68,Caring for children
56b61487-f8c2-4a07-969c-2d2497ab86a1,61,Caring for children
b8b76ef3-d3e3-4617-8cfe-19fc3cd6c0ed,77,Cleaning fish
0c15fb11-65dd-4b80-947a-b87fdde7b5de,51,Selling fish
1641a357-de93-42b2-8006-bfc3fb3d8fb5,67,Caring for children
0954ac70-97af-4608-bc0c-649520b36232,67,Caring for children
0954ac70-97af-4608-bc0c-649520b36232,67,Cooking for family
0954ac70-97af-4608-bc0c-649520b36232,67,Preparing gear for fishing
d7476c2b-2874-4f94-8420-8158925257c1,67,Cooking for family
7bdd9641-5939-4146-83c5-7a1c82addf66,73,Caring for children
da58c224-ef6a-419d-91bd-56c191d4e80a,67,Selling fish
a313f3e9-c589-4ebb-8dc1-933003fd569b,51,Selling fish
1e7e4c44-68ad-4b54-bd19-3ad958652a12,65,Caring for children
4cbf435b-83e9-42ff-973a-fa778943807e,51,Cooking for family
ad5782d7-707f-4fc4-8140-3c3276a0032f,73,Preparing gear for fishing
9170dcdb-2254-4e42-86e9-ef75255ef6f7,63,Cooking for family
bd1d0580-756d-427a-a144-17c589dcc2e2,73,Caring for children
2828e6d8-4353-4c5a-8981-f86ec4a0f267,73,Preparing gear for fishing
fde3fcd8-1038-48b2-aac0-143e6aa84b30,63,Cooking for family
d1d23370-3cea-448f-a13c-d1fc4a395dfa,73,Selling fish
fdf7745d-74d3-4e10-bc48-02fb81130b4f,63,Preparing gear for fishing
786a752f-2ef4-4ef7-b227-9ad9da593479,75,Caring for children
c3f39c30-a40a-4757-8090-9d527845aa67,65,Caring for children
c3f39c30-a40a-4757-8090-9d527845aa67,65,Preparing gear for fishing
ac395403-149e-452a-80f6-50776f2ac8c3,73,Preparing gear for fishing
5bd5288b-4127-4ded-8ea2-fe5f22ac379a,62,Selling fish
562b5859-a499-4137-a9a6-cae08524a188,62,Selling fish
da647da9-5acc-4ccd-aa98-f6c9f25c1cf2,62,Caring for children
d3a8758c-8798-4f76-b12c-83ef6c21f9e8,62,Cooking for family
eb6769e5-63fd-41dd-bb3f-dfe36d040f9d,62,Caring for children
055c6208-3d52-4a09-b9a8-5ba299abdbfb,68,Preparing gear for fishing
df7c1110-15cf-4694-92c2-bada6a389d22,68,Cleaning fish
fa72c529-3784-4576-af91-9dc70eb5ea0d,68,Cooking for family
85499cd9-b957-4451-b097-3d2eee4efec4,62,Selling fish
760a0590-7277-4667-aa48-842eab721fe9,62,Other
558c5229-0da3-4b05-bcbc-8fa52be9a1f6,67,Cleaning fish
7c1ba629-77f0-45e1-a740-0c27a0d1a012,67,Cooking for family
3a9b60ed-aa4f-44d8-ad69-b9e06fd90481,67,Cleaning fish
79fd4604-a098-4e62-ab14-f0b2210a5b8d,56,Cooking for family
c93f6821-6606-4527-901c-6bdda308d6a8,56,Cooking for family
88932e8a-f150-4a62-bc7d-9e04537c86a2,65,Preparing gear for fishing
9d58b17f-20e1-4bf8-98a8-763d6f4de477,62,Caring for children
fd860b8b-ed89-4ecb-a09c-42c726f9c290,62,Cleaning fish
c1d51e3c-0e31-46b1-8328-662c538c7d10,67,Cooking for family
809c849e-24a7-4ff4-899d-1c95828b3b8e,77,Cooking for family
c9dd057f-38e0-4a04-9c30-514e1fa5ea4c,77,Cooking for family
9124feac-59cb-4e69-8b44-309df53a643c,62,Preparing gear for fishing
11a8cf02-d278-4672-8e50-96556f34f1cf,62,Selling fish
b60646f0-8c20-422a-ab19-21e38be14bd7,62,Cooking for family
07a31dec-3eab-468f-b5a0-1d8e0a4754da,65,Caring for children
07a31dec-3eab-468f-b5a0-1d8e0a4754da,65,Cleaning fish
5f6b0d0c-6d85-45e2-a0f5-075b2ea50648,77,Cooking for family
776b62ff-a9be-4ec0-a6bb-b88bb360349c,65,Cooking for family
74fb6a5d-0c15-4ebc-bb2f-de39cc763e28,75,Cooking for family
be7f0af7-498c-4233-a543-8b48d2d9d565,75,Cooking for family
16a25fc2-ac31-4dcc-b781-bb214bb504a2,65,Cooking for family
8cbc2ddc-1431-4462-8c43-f466414327c8,65,Preparing gear for fishing
702d1594-3395-4fc4-8600-6557749d994c,65,Caring for children
b5795b22-2c37-4105-b1ce-dbf93eb3d3f5,65,Preparing gear for fishing
037a70d1-7bc3-4905-a2d3-8326db5fd687,67,Selling fish
e13d6552-0d73-4c99-95d4-a6c0f858190d,68,Cooking for family
ef9c9ced-5849-430c-a78c-816401e13463,68,Cooking for family
437560bd-c525-4cb8-9194-738c0cd9ed35,68,Cleaning fish
acb4dee9-1632-4d22-99d2-caca62303173,68,Caring for children
2a10833e-2241-4243-bb37-fab4cf8130d0,68,Other
fb47a8a8-7089-4825-93ff-296840f98177,68,Caring for children
ff4b3696-ed4f-4f26-bf5b-2a737a5ef635,68,Cooking for family
ff4b3696-ed4f-4f26-bf5b-2a737a5ef635,68,Cleaning fish
bcea6cf8-a8bd-4689-85b4-a6986fe66bfc,67,Selling fish
d035e266-5051-4306-91b1-ab3622ad0faf,71,Cooking for family
75323f5e-0157-474a-8c48-ee0feaa33a2a,71,Preparing gear for fishing
eba91c92-e40d-43cd-b62f-23cdda11c279,71,Cooking for family
eba91c92-e40d-43cd-b62f-23cdda11c279,71,Preparing gear for fishing
995a260f-f90b-487e-bb6a-bd5c37689812,63,Caring for children
995a260f-f90b-487e-bb6a-bd5c37689812,63,Cooking for family
ff8c3d4b-ff49-4cc5-bed2-fe972659ceed,61,Caring for children
0ce86bb2-40d3-44ce-8866-a24fd6b8d951,62,Cleaning fish
0e5606dc-bb15-49b9-87fc-9b3331981726,61,Cooking for family
f7d3d11c-e69c-49bc-b9e2-409c3cf635dd,65,Cooking for family
78290240-65d6-4c8a-aec5-9930958ba9ee,63,Caring for children
6c0962e7-bf0c-476b-bf49-6f1ab5476297,75,Cooking for family
580b3a77-3360-4275-8f7e-e8b2934e9adf,61,Caring for children
049eadc6-2fc6-4e0a-b3cc-bf005aa7f4d6,61,Caring for children
9de81ddb-7955-43d0-b220-8298192c0876,63,Cleaning fish
fcda6163-bac5-4d5f-a8e5-eb22f7b61f56,65,Preparing gear for fishing
15d00826-ade0-4814-99c7-a582674d324d,65,Selling fish
253cfeea-9fa2-4ed2-a489-95e4ca0abce8,65,Preparing gear for fishing
6100cb26-288e-4f2d-a74d-e61ffb8968e1,65,Cooking for family
450392ba-a9a6-4a73-8b60-b5f1dfa4d922,65,Caring for children
04dd3551-71bd-4f3b-92d4-fde9742a96c1,67,Cleaning fish
04dd3551-71bd-4f3b-92d4-fde9742a96c1,67,Selling fish
2a176204-2f4c-4984-b9ad-d5f4b466fadd,62,Cooking for family
c0b0948d-30ba-4625-8b8b-c873e7f34eb1,61,Cooking for family
06710fc1-a77b-4244-a3ce-d6f51cf14de1,65,Cleaning fish
f4c20b59-e883-44b5-a46b-ca74097b7c52,55,Cooking for family
f4c20b59-e883-44b5-a46b-ca74097b7c52,55,Caring for children
1a04653e-7b61-4b75-9e3c-17ad1fee5ae2,55,Cooking for family
1157b186-6d46-489f-8a7c-6a39837ef124,70,Caring for children
e9939b5e-bc33-43c6-be10-208755419ee3,51,Cooking for family
cecfd092-35f4-4b28-8b21-faba2d3dbe3a,70,Preparing gear for fishing
6795977f-f932-47ac-9e16-686fbe48fd3f,51,Cleaning fish
7c177fc1-4e1f-491b-8c98-765b2582ff54,51,Preparing gear for fishing
7bd5116c-f9ae-423a-8da5-2ddb4df95df7,70,Preparing gear for fishing
7da61d49-067a-4a0a-89bf-dd3e22c621ef,174,Cooking for family
a8be51cc-82d2-46d4-8cb9-67e689b1f215,70,Selling fish
7dd0fdcf-c3f4-47a0-9e2a-e6d8aa1ad964,70,Preparing gear for fishing
02bd2d3f-f98d-4edd-9290-009440cbadcf,70,Selling fish
f0d600fd-931e-4e53-985a-2669571b2f8b,70,Cooking for family
7ce38c6a-e3fd-4bfa-ad81-1319d2941f4b,70,Other
55f7d8ab-baae-46c4-85b3-5a96be58fd71,70,Preparing gear for fishing
a4ea14bc-e8b1-4326-8ae8-33bd098a365a,70,Cleaning fish
3e455f6a-d0a4-40ea-a666-4bc3c9417e23,70,Other
b9169fd5-6951-4cee-b0d9-497b309ccb17,70,Selling fish
70f3aa8a-4aee-49ca-b9db-79a749d4665a,70,Cleaning fish
70f3aa8a-4aee-49ca-b9db-79a749d4665a,70,Selling fish
36cdbcb2-3cb1-4a31-b3aa-0cee03d0b0ae,70,Other
c9774e7b-3471-4417-a313-c7691964af2f,70,Cleaning fish
3dd86ea4-4a5f-4c73-aea3-5e1e819b41e0,57,Cooking for family
fafda8a3-71e1-47bd-9ea2-fb543f0238f0,57,Cooking for family
8c692385-3e73-43ed-817e-4a3ea6ddcdf6,57,Cleaning fish
cd7e0b8d-2ea4-4e2e-bdb1-929e0077df9d,57,Caring for children
cd7e0b8d-2ea4-4e2e-bdb1-929e0077df9d,57,Cooking for family
2537e96e-3cb3-4e78-8be4-88e8ef983713,51,Selling fish
a28699af-9b6e-41a0-85a9-4d2e4c1a46b2,51,Selling fish
8c5968b0-a7c9-4b69-9dd5-d318b1c15fe1,76,Caring for children
c5b29a75-d9f1-4f7e-b0e3-c5c03ebdb5cc,76,Caring for children
d224bcb6-bcce-4616-8cbc-efad0d780d63,76,Cleaning fish
c3488ac9-f029-4594-b63e-c66d09d2d08e,76,Cleaning fish
a51386dc-b1e8-4d93-b6e3-ccbc97beacc4,76,Caring for children
e3b43eef-e0bf-4f30-837a-a64d3f5ee31f,76,Cooking for family
c8377c3a-6f68-4fe5-875d-e1886e1d25e1,76,Cooking for family
988e731d-1629-4698-8272-c98f87998b5d,76,Cleaning fish
c57f9455-a47d-4a8c-8bb1-123449e00ff1,76,Selling fish
cffece3f-05af-4e90-b1be-ede3e0283fbb,51,Cleaning fish
4b3cd9ba-02f2-443a-94bb-0520aeb4a2cc,77,Other
8a3c3e35-335f-4ab8-ad93-651e6638f7ab,77,Caring for children
c4b0734f-f77e-411a-9c9c-5d5c9a3b434a,77,Cleaning fish
2005dbf6-d704-4501-95fe-6569ea8765e6,76,Cleaning fish
ee904627-deb7-491a-be49-ff644580e6b1,76,Cleaning fish
519048b1-6108-4a1f-8ee7-e45c74725353,76,Caring for children
ccd41eba-af8b-4713-8d83-c8637308a960,76,Cooking for family
1e5a079d-e434-4300-b3f1-49c8fa5cf8ba,77,Cooking for family
1e5a079d-e434-4300-b3f1-49c8fa5cf8ba,77,Selling fish
3ea7e630-f86d-4804-96f6-db96903d8c4e,77,Cooking for family
1a4d2df7-c9c5-4b28-9a50-c37e82ac59e7,77,Cooking for family
7f81df87-14cb-4c3e-9f18-38fe38e3f6c8,77,Caring for children
fd83fd1b-48c3-4e47-b64a-601816b7c51b,77,Cleaning fish
a9ef820d-f52a-45fb-9292-1ff529fce64e,77,Cooking for family
a4bb65ee-2e8e-4e40-854c-384af6eb8f9b,63,Selling fish
80f4d327-550a-4865-b3a4-ea3e49aeae40,77,Cooking for family
73cfefc0-d1f4-4187-bdae-e770e3cbd2cd,62,Preparing gear for fishing
fe617bb8-909d-4515-ac50-7a6ea323ec11,77,Cooking for family
7b54b366-c102-4bf8-94fe-88381ffe74e1,77,Cooking for family
db33a722-e134-4eb2-85a4-a286d106547a,77,Cooking for family
f3f7b394-e16c-49b4-a844-5683f66b9bfb,51,Cooking for family
f48f1904-fe4a-4b5f-93f5-24d3260c4801,77,Cooking for family
218d36d1-120f-424d-9615-1e6b9a402b4c,77,Cooking for family
955e08ec-7493-4003-9215-ade4956764d6,57,Caring for children
