submissionid,ma_id,15_activity,15_hours
f9ef738c-7a5b-4366-9255-948c84dee951,60,merawat anak,6
f9ef738c-7a5b-4366-9255-948c84dee951,60,memasak,3
aed70b40-f0f7-48bc-b719-f82a4897cbfa,60,memasak,3
a440a42b-523b-4a08-89c3-ba4222bb02bb,57,Mengajar,7
acd8ef4a-7a8e-4157-a0c9-f67932098ff1,57,Mencuci,2
81dd2968-5b06-4e7a-bdbb-c2fd5e852a92,57,Menjual ikan,3
40c6534a-7103-4a15-9488-8dc102a0cf6a,57,Menenun,8
322363c1-ed71-4265-a99d-48df35a07cbc,57,Memasak,1
abaf0d04-2dd0-4e3e-9b97-371fc04d6a8a,57,Mencuci,2
9fa93106-706f-43f8-9043-142cdde71ba7,174,manyapu rumah,14
e2288849-4bca-45a3-b8ca-2a914bca46c3,57,Cabut rumput tetangga,1
b8a0323d-2ea5-4eb4-9f12-cda5f0f48fe4,60,mencuci piring,14
4fc85c28-d8f6-4164-988c-8fa3ba29b754,75,ikat rumput laut,5
ab744474-aa4c-4fb2-94e8-d69243f99564,69,Tenun,2
3a597cd1-51dd-424a-934d-f3c3310c97b2,59,berkebun,56
5bf579b4-ba2d-472e-b63d-21c85e34ff6d,56,merawat anak,24
b364ec50-68e2-47eb-b2bd-d2b329bd32c6,69,tenun,2
4131b1b8-9ed5-41b1-a90e-17aa022b5bb5,60,mencuci baju,14
966e26c1-3a46-47b2-b968-fdd23184fa77,51,menjual ikan,6
b1764cd3-e9a1-463b-8210-9b88e1c88a90,51,menjual ikan,6
beae218c-680d-4c08-8e76-3fbafe7569ea,63,menangkap ikan dengan alat sederhana,5
3dee53bb-75fa-47fe-a1a2-c0e399432f4e,60,merawat anak anak,28
da3b0a91-1971-49a7-9c44-da80f9a6bd60,59,merapikan rumah,3
200990ad-5e11-4e51-a251-e75594e8fc3d,75,Jual Gorengan,3
4db38c17-9d5b-427c-a5d8-eb9db7712c03,59,berkebun,21
cb6802dd-a301-4717-a957-434cbdd7475d,69,berkebun,2
89beb8e7-e08f-4f2c-a8e2-3d391f218e1f,73,Mencari Teripang,2
77ef575b-0519-4a82-9187-a3c5e5a440a6,174,mengurus rumah,18
a377acda-78b4-41d2-b137-4d29ef9f2123,174,menjual ikan,2
5915caa8-ed6c-4ef3-b84e-435d44a45cf0,174,mengajar,24
522db28b-c03e-4eee-afed-79f7ce376335,60,menenun,12
ab0304f7-6db8-4a32-9bb0-7e1435d0892b,60,berkebun,4
d169bfaf-50da-4ec5-b888-8c59cc679558,59,berkebun,5
65c078e6-7ea9-442a-a68e-78ae93ce78e3,68,menjual hasil pertanian,1
da670803-ca27-4837-80d3-bf83cf624e78,68,mencuci dan angkat air,3
b8b76ef3-d3e3-4617-8cfe-19fc3cd6c0ed,77,Ikut suami melaut/pangkalan di pulau,126
ad5782d7-707f-4fc4-8140-3c3276a0032f,73,ambil kayu,12
e638cc1a-3264-4a92-b8c4-e2b04171a99d,67,berkebun,6
e638cc1a-3264-4a92-b8c4-e2b04171a99d,67,menjual ikan,9
e29e32aa-3a39-471d-8945-035fad51c526,77,Menjurai dan memperbaiki jaring,12
fd9741f9-e358-4694-a88a-087d8597a5f3,73,jualan,9
26d1cd06-e5bb-4d75-af1d-796868bc5dcd,67,berkebun,2
8970d7be-e670-4bb4-8e45-eea02ea91451,59,mencuci,2
16880658-41b8-47b0-b967-ad43af2566d6,65,menjual somay ikan ,2
b7e89dff-e97b-4abf-a090-a385c68de1ed,65,Meti-Meti,2
a8b830f4-6035-4da0-bc14-6c39ece25993,71,menjemur ikan,10
1d592efb-053d-4f34-9638-abf728cffad8,65,menambang batu,2
1d592efb-053d-4f34-9638-abf728cffad8,65,menambang pasir,2
b1df304f-2f1c-4f2e-b29b-3c49757567d4,62,penajian,2
4bc7b9a1-e10d-4ca2-90d6-3b0efebf0f13,61,Membersihkan Rumput Laut,8
58f002de-a85f-43ed-9810-cbc4bb99c9cf,65,Meti-Meti,2
1d36e519-e6e5-4888-a055-e8131a767759,73,jual ikan,6
d83057bd-bd56-489a-9112-8b4a401ed627,65,Menjaga Kios,12
c7f886cb-8ea8-4800-96f6-c151edffad6f,72,ibu rumah tanggah,12
d99f2e60-b390-437c-a778-2fce33e41c5d,61,Mengikat dan membersihkan Rumput Laut,6
b29b3545-343d-470e-b7ff-41e3a834f3a6,65,Kios,12
87837aaa-e506-4b17-a8e6-7546502ab1a8,61,bersih-bersih tali rumput laut,3
26097161-6dd6-444f-a94b-4555778fa554,73,silahturahmi ke rumah keluarga,1
80dfc47a-3be7-42d4-9d2f-4bc3d021fd00,73,berdagang,4
e6afaade-811a-4063-a163-69f833487c30,72,memasak untuk keluarga,1
60a103c2-86c3-46ab-8ac3-e0806a2ef98e,51,Menjual ikan,5
dc60490d-f4b3-4752-a29c-e870effa3ead,65,bikin kue,5
14c88dad-76ee-4f33-98e4-3bd55e54a0d2,61,Merawat cucu,17
39b1b6db-6dcf-403f-b87f-af22b6693375,72,mencuci,2
6e3d09d7-5e47-4823-b0c2-e266b120fb4b,71,setiap hari,6
058ecfb4-7669-46df-ac49-426df96bda59,66,menjual campuran,24
9ecae932-c01e-48ef-a572-94ff94acbf9d,51,Membersihkan Rumah,1
f847f856-1971-40f2-8d3a-0413fc6540ec,51,Membersihkan Rumah,1
d2a323f0-a7a2-4785-aa46-866031e59d38,71,buat  Olahan ikan. Buat makan,2
5878b1b8-ed8b-448b-8728-6d0b610b60fd,73,Mengajar,4
8cb11599-0692-4ce9-aac7-2c31e0ea69c3,61,membantu suami dalam budidaya rumput laut,1
91a08d77-57be-4852-a8c7-3b81d7429fc4,61,mengikat rumput laut,1
65fe77a8-5dc4-4c10-9a2c-4b292b86b5a8,66,jual ikan disekitar rumah,5
d421364d-b381-4413-8981-9b5afab02538,71,seharian,7
bd30e7b1-98b6-479b-ae7f-39fc27f728b6,71,seharian,7
123b7d1b-144a-41b2-83d6-7c94942cabd9,71,seharian ,6
fa5f5ec1-8262-4547-8488-3a64ac403402,71,seharian,6
20a88622-cd0b-4180-b1d5-74ea1714b74b,73,Menjual Gorengan,2
f2b0e5a3-f9fe-4149-89c5-97fce359efd1,61,Mengikat rumput laut,8
8dd29965-5674-4118-95b2-deeb2f78a5f3,66,memasak dan mencuci,7
8d08cb00-c37d-46ba-ab68-365de310265b,67,membeli ikan kemudian dijual kembali,4
ff0a426f-40e8-42bb-b063-2b3d58635358,66,Menjual,2
af9371a3-9d90-4488-968f-431d5eba4379,59,Berjualan ikan Asin,14
5c1b24b4-e651-443a-aa30-44f8d654b3c8,75,mngikat bibit agar,12
f6bbc51e-de7a-4c06-9399-da9503e2bfa6,59,Berkebun,9
a3b2094c-2589-4996-8e0a-2f6deaec0d02,77,berkebun,2
af7c2944-f86d-4a83-88db-4a27ae414365,62,Jualan kecil-kecilan,4
0246d5a4-418d-4959-b936-78259960551c,62,bikin jendela kayu,3
93103731-c758-4b72-863d-0a18c75bf296,57,Menenun,20
ed1a35ed-f819-46c3-84cb-c4bcb460fe3c,57,menjual ikan,1
fe91272a-1c6a-475e-bc27-5c7f17ca6d22,55,memasak,1
92e68929-e88a-43c7-bcdb-9cd2882f7337,77,"mencari abalone, rumput laut, teripang",2
ac671174-73e5-475e-8df0-dafebce6150a,77,rumput laut,1
65a18dd8-0b51-484e-8b37-d6386b685f79,174,membersihkan ikan,4
c68f4642-af0b-44a4-a0be-aaa01ab854ab,55,merawat anak,24
caa666fc-e235-45bd-9fee-3aa548744723,55,memasak untuk keluarga,1
2cd979d4-6c49-4924-84af-286473132bc3,57,Bikin kue,8
61b001e9-4ce2-4ed1-8669-d65069964196,57,PRT,2
0ee45f96-752d-47eb-9994-7d57c81f1fb1,57,menenun,4
2f3ac7f2-b3c9-4221-b001-d34d1081f07e,55,memasak untuk keluarga,1
6c5581ca-9718-4fab-ad7e-d0a454f100da,55,Jual ikan,3
5e811102-1f2c-444a-b988-aa0056970e59,51,melaut,7
8e1f7c5b-c15a-425f-88c0-82112d8fc045,77,dagang (kios),14
928d9756-52c8-4bad-b464-a3b426e93a39,70,menjemur ikan,6
e5d7ea3f-a0db-40bf-9568-bd803823e97c,70,memasak,7
96a9c5cb-9c7d-4491-9024-7e77cfcbe06b,57,Berkebun,10
2f75747c-7105-4bbb-85d7-a96d12bd89ff,57,Menenun Kain Khas Buton,40
b1d82371-7923-4043-88ee-bc5656c49037,57,Menjual Baju di Rumah,30
39a82a7e-555f-4384-b5ae-0ebc224d8f75,57,Menenun,25
1cce94c1-3992-43a0-a47c-892e73e66dab,76,menjual ikan,2
a4bb65ee-2e8e-4e40-854c-384af6eb8f9b,63,Majid Taklim,2
d3ba5eaa-c51f-4453-92ee-0c25386da041,72,mengurus anak dan merapikan ikan,12
80d7ebe1-cef7-4daa-ace2-9c8ca79b68a3,174,memasak untuk keluarga,3
ec7f2a93-a906-4418-815c-a49b0c78851b,174,memasak,3
c937f7ac-35c7-4084-9c8e-83b985d18d90,174,menyapu,14
8c5dd361-d10b-4134-b45a-afe1b7e7155d,57,mencari kerang,2
03c8901b-1c2b-4392-98a3-6582b3d24a14,60,memasak,3
20f2af45-4031-4db7-8afb-7ec3fe745d57,174,merawat anak,9
022ec485-72b0-4f24-bcb6-6d071ec4db10,174,merawat anak,9
85c530ab-bf7e-4231-8ac5-5adae1292c20,174,merawat anak,6
82e0a80b-95f0-4063-a476-f28cbef7970d,60,memasak,3
a440a42b-523b-4a08-89c3-ba4222bb02bb,57,Memasak,1
9d4d8dd7-450c-4a09-902a-d8f087db214c,57,Berkebun,3
9d4d8dd7-450c-4a09-902a-d8f087db214c,57,Bersih-Bersih,1
abaf0d04-2dd0-4e3e-9b97-371fc04d6a8a,57,Bersih-Bersih,1
5321d3fb-6bb9-41ec-8364-7937b32ae5ab,57,Bersih-Bersih,1
5321d3fb-6bb9-41ec-8364-7937b32ae5ab,57,Memasak,1
ed848b3b-db09-45ab-9303-b97bd35b37ac,57,Turun Meti-Meti,4
ed848b3b-db09-45ab-9303-b97bd35b37ac,57,Memasak,1
4a1257bc-77a3-4250-bd68-236e795cb0cb,57,Mengajar,7
747e6eae-8109-476b-a692-ec71f6c91ce9,174,cuci piring,7
5ec8310b-7767-41bf-a8e7-403a69728a6c,174,membersihkan rumah,3
008451c8-a3bd-4d56-a8fc-9faf38ed75ce,56,memasak untuk keluarga,14
6a5c5d96-de65-4081-87a4-21960d73e156,69,Bersihkan kebun,3
3111131b-1674-4517-95b9-e41dc76eb2bf,59,jual kue,35
60b4a79b-ed7b-4188-a9ed-34078c425106,59,Meti meti,10
65c1fef8-23cf-4901-b210-09d2346e33c0,75,menjual hasil kebun,4
2ac015a0-7711-4690-a6cd-15e6aab9f493,69,Menenun,14
888e6a08-8e5e-4595-bf3b-1a69cdee2125,69,Mengurus kios KUBE,5
7d955d10-f230-4ecb-8900-1860906b6498,56,bersihkan rumah,1
925af2bf-b97b-40cc-8387-b352a7513bcb,56,majelis ta'lim,2
5fad0b0b-61a9-4931-bd7e-4d7aa2664236,69,jual ikan,2
4d298742-e32c-49f0-9c1b-9a2f1745eaa4,63,mengantar anak sekolah,4
0ca9185e-6c43-4432-ab11-a01e84c3b750,51,menjual ikan,6
d81189a7-d74a-4050-afb5-9b0188bc9f18,51,menjual ikan,6
f22a1980-c5e9-476f-bc4e-cdfb69c19275,60,jualan,12
966c1357-8a97-4166-8951-f2495c8a70ee,60,memasak untuk keluarga,20
c8378010-9d53-489c-a644-abd3f3a3ce7e,63,manangkap ikan dengan alat sederhana,5
ec8ddf77-752f-44d1-b453-27e17218fd49,56,memasak,1
67b427f6-31cd-4192-8af2-e83a5561f286,67,memasak untuk karyawan koperasi,3
0d71da87-2779-459d-836a-6cfe0b4ef8ea,56,mencuci,14
74340087-19c8-423a-a185-1029a16aa6b8,59,berkebun,56
0c50273d-771e-4ce1-b832-22444be89a8c,75,Beli isi kios,4
039701ac-2e06-4684-98b6-d0b4c6a16e63,56,merawat anak,14
9fd26127-14e0-4c32-bf5a-5f1967bd3605,59,Berkebun,8
e064ca8d-21e4-43b1-8a5e-5b820a4fa48d,75,Membantu suami pasang rumput laut,1
f940d9f9-41e9-4d86-8d0a-231c4511665b,75,Menjual ikan di pasar,1
c84718cc-7bc7-4d9f-b497-4ba568409193,67,kebun,2
a1f2bf1c-316a-42e9-871d-bf663c0aa274,75,Berkebun,3
e4cf2394-51c6-4193-857e-30a31e7b68c5,59,Meti-meti,2
8c9215ca-fd69-4b5d-96f8-c5a2d9107be6,59,Memasak,2
6f4a5a39-4da1-48e4-bb34-e346b827bb70,68,memasak,2
0f775639-775a-4ef2-8264-18124173726f,68,Jaga Kios,12
290c32ea-11cc-4c20-ae5b-2cb3a63ea1ae,68,Beres-Beres Rumah,3
9412ea46-b710-4f71-9dd0-f20d39f990a4,72,warung sembako,17
fdf7745d-74d3-4e10-bc48-02fb81130b4f,63,MEMASAK,3
fdf7745d-74d3-4e10-bc48-02fb81130b4f,63,URUS ANAK,6
71508f5f-8db6-4672-afa5-253f5009aa2f,63,memasak,3
e96ae506-e97a-4092-adc6-5f3d60b509ff,68,bertani,10
3a2714d7-44f5-4eb1-9263-0ab7ce895bd1,65,Meti-Meti,2
44c50f7f-720c-4042-80a8-34554ffc774b,59,membersihkan rumah,2
5320f5e2-5829-4d0a-82fc-410a8aeada75,65,meti-meti,3
fe5a3f5b-c0ac-4ac4-9823-ee9c53d970cf,68,merawat anak,16
35f71abc-0849-491c-9b1e-de268b5901e1,75,mengikat tali agar,21
4d0b4b72-e828-4858-9ea7-712a71b2bb93,75,mengurus kebun,35
aacb2382-8851-48b6-b6b7-ee55b301809e,75,mencari kayu bakar,14
2a176204-2f4c-4984-b9ad-d5f4b466fadd,62,pengajian ,2
80e21509-cf7f-4e60-917b-bdcb3d91d0b5,72,ibu rumah tanggah ,12
794a8f8c-6941-4f13-ab28-69a7d58c5701,73,jualan,3
b98b8254-0f82-4930-a68c-2156b53481fd,65,Meti-Meti,2
614724f6-0177-47a6-9bed-8b92a92f7357,61,Mengikat rumput laut,10
d91afb50-5b64-4504-be18-ea66ca67d5b0,75,membersihkan kebun,6
c1f730a2-4bf3-4261-85f3-fefe7c3f7468,73,jualan nasi kuning,40
f167d499-ca5d-4eeb-ac61-5dbb6fc7ade9,66,Menjual ikan ,2
ced9a748-8708-4a72-a48e-cd314af22388,73,berdagang,8
b410f74b-5575-4203-8337-3f94d4be1f6b,51,membersihkan rumah,1
68e23aac-c142-456e-af3a-fc387aded499,51,membersihkan rumah,1
fb0c0af3-7f02-4c70-a396-d3aac201e139,71,jual ikan,3
fe1f21aa-022b-40dd-bd9c-5918c83c1f0a,71,mengurus rumah tangga,6
13d26f79-d547-400d-bcea-469f7894374b,66,menjual ikan,2
8d936334-b662-43ff-a6f8-1c4a016837f1,51,Membersihkan Rumah,1
06457a1f-cae5-44ec-8fba-f8d1fbd0c0f0,61,jualan ikan keliling,1
602229fc-c522-4b4f-93ac-71364db5cf5a,61,ikat agar agar,1
7918647d-e196-44d2-a866-c79b9972328e,66,membersihkan,1
d1bdbee9-6fcb-4875-9cdc-d2c8bf105cee,66,Memasak untuk keluarga ,7
0a30b9cb-6961-4e3e-b060-f5e8f7e27188,75,bertani,25
133c88e5-415f-4bb8-b7b8-00ce2d2c8e0d,75,berkebun kelapa,15
f8f33396-97a0-411e-9fc9-f33fc62bc4ce,59,Honorer perangkat desa,21
d125a494-9b6d-4af1-84ec-0d6dc00da3e5,75,mengikat bibit agar,15
9d0fab06-62e2-4b45-afd1-6d5ffa09d97a,55,menyulu,21
27f8482f-fe6f-4a08-8f28-b8f6fa1b10a5,51,olahan abon ikan,5
9a3f4d51-51c9-4d6b-9c39-244454d83b7b,68,menjual ikan ,1
90edb988-b944-4310-a7ba-d647a6e4f509,59,panen cengkeh,8
ac356e26-c367-46b0-816c-1c152ee55a6e,77,toko  peralatan listrik,12
8c5ce624-8546-4cc2-988f-20018ea1bf51,55,meti meti,2
74fcfa61-bb80-4e05-9b91-744d2fb0baf3,77,memasak,1
b2031a1f-213d-4a41-bf59-5504f50883c8,77,memasak,2
e77263df-013b-402c-a3b3-82da2ec69a17,174,memasak,2
817f42c7-a7ec-43f5-95c7-94ad039292f1,55,memasak,1
817f42c7-a7ec-43f5-95c7-94ad039292f1,55,menjual,2
d8a9ba7d-9f7c-44c7-816e-686273c765f4,62,jualan sembako,10
68f1db6d-6cfe-4db4-bcdf-071f19f51dd0,174,memasak,4
32191c40-149e-4390-95b5-35c90d293d5b,55,menjaga anak,15
ec05a2d1-92e2-4063-afcb-4dc7a9073cca,76,menjual ikan ,1
cec37658-48c1-4e6a-a18a-7ce9a97c8902,76,menjual kue,1
c75827a3-994c-4a64-b44e-d83ed7617198,55,menjual sembako,22
f4c20b59-e883-44b5-a46b-ca74097b7c52,55,jual kue,2
e5d7ea3f-a0db-40bf-9568-bd803823e97c,70,merawat anak,3
b4c14e1c-8073-41b5-ba3a-deadfb359cdc,70,mencuci. memasak. jaga anak,7
bb4e0081-466f-4f32-98e1-a263407588ca,57,Mengaji,1
317d3838-bb90-4ebf-aca7-f2044986f6f9,57,Buka Warung,12
317d3838-bb90-4ebf-aca7-f2044986f6f9,57,Menenun,3
5fd09948-c695-4a0f-ba11-8fdd10255a3d,51,melaut,8
b3b36070-ce44-4d94-9fbe-941439112963,51,melaut,8
41f814e7-c611-4f2b-9527-e95d5f1dba5d,57,menenung sarung,4
c9e270b2-0c38-4b5d-82a6-a60db6746b74,174,mencuci baju anak anak,14
2275c339-e127-4c23-a815-e5342cfc1c22,174,merawat anak,12
b4cb3fa2-50d7-4f8d-aa9a-7f93adc9677c,174,menjual ikan,3
e05f65a0-c5c8-4e24-90e5-b1b46c3fe570,174,merawat anak,10
2275c339-e127-4c23-a815-e5342cfc1c22,174,memasak,3
9a848688-dccf-4bad-9ab3-76f420e5176f,60,memasak,3
9a848688-dccf-4bad-9ab3-76f420e5176f,60,merawat anak,6
c440e1c1-1aaf-4782-9100-3a23e477a181,60,memasak,3
be56d539-9e9e-4ddb-b783-abc8ccac9393,174,memasak,3
d221091b-2afe-4c24-9ef4-8fb5b252c5dc,174,merawat anak,6
de8723e9-dbe5-4a17-9d0b-401af78d7f08,56,bersihkan rumah,1
acd8ef4a-7a8e-4157-a0c9-f67932098ff1,57,Memasak,1
40c6534a-7103-4a15-9488-8dc102a0cf6a,57,Memasak,1
74ca929b-0de4-40b4-9e15-5d723f6bb774,57,Mencuci,2
c7f628e1-f64f-4d23-8687-c0612613cdd0,57,Mencuci,2
6822c741-5203-46b3-9301-346afd661d9f,57,Belanja di pasar,2
4a1257bc-77a3-4250-bd68-236e795cb0cb,57,Memasak,1
730f71db-4de1-40ba-9c11-fe484a3434b4,69,ibu rumah tangga,3
c2e1917d-411e-4f84-878f-58b57d90c565,57,Tenun Sarung,5
717359f1-7d02-4b38-8b58-d4cc65467147,57,Penjahit Pakaian,3
f5e01667-a271-4601-beb2-084cda020f83,57,Tenun Sarung,6
725fbd01-157a-4e6d-9a1a-f93d382c8c0c,57,Tenun Sarung,5
6f1293a0-5444-4727-9738-2ebb5f70da18,57,Meti-Meti,2
30a66a0c-5bb9-4273-b551-a4ecab9ce747,63,Bertani,7
5f27971b-8637-41e9-a7d2-523830aae143,59,berkebun,52
2b348163-a281-4b1c-9c7b-71e2bfdbc04f,63,mengantar anak ke sekolah,3
3bd9d0ec-aaef-47ed-abd4-3eded368225d,69,Berkebun,5
2bc9ec27-1cf6-4aa9-bfeb-403d2b6c3c8d,63,Kegiatan PKK,2
6fdd46c9-ea1b-4299-8187-ca84b711ec95,69,tenun,2
6fdd46c9-ea1b-4299-8187-ca84b711ec95,69,usaha,12
ade2ca92-5910-4c7d-b982-51ac10baa178,63,mengantar anak ke sekolah,5
4b3021aa-ae79-4a68-92df-0c88bd67ca89,51,menjual hasil tangkap,5
ff5020d8-3446-476d-86bd-e0a651fd07cd,51,menjual ikan,3
734cde38-53cc-409b-a687-3f45695acdbb,51,menjual ikan,6
0594ee2c-3c91-46a4-85cf-2b3585bcbcd6,63,menangkap ikan dengan alat sederhana,5
96a33d66-77e1-4a15-9e2d-857a48ea34c2,60,"berjualan kue, ",12
5e6f4ffb-1268-439c-b914-e99c5ebefdc9,61,Menjual gorengan,3
a617394d-7375-4d1c-848e-92464c8719b5,59,meti meti,4
692158a3-995a-421e-9eea-fe0f52f2c2a8,59,jaga kios,24
692158a3-995a-421e-9eea-fe0f52f2c2a8,59,meti meti,4
582870d7-a845-4f97-a22b-99cbff3aa10a,59,berkebun,42
9fd26127-14e0-4c32-bf5a-5f1967bd3605,59,Meti-meti,4
ec730260-3dc5-4cc6-978f-04ae33a9fbc5,75,jual hasil kebun dipasar,2
bb59e7e7-d7b0-4135-85f9-4de6a8ecc42e,61,Berdagang,12
d8c317a1-87b0-4d20-b5ca-82d84f1c47dd,68,berkebun,10
f9cfb620-bd30-4e0b-8014-c69c7fcfbc6f,68,Berkebun,4
fe9ffee7-2dfb-4eb6-ab3e-9e5cd73e28d8,68,Membersikan Ikan dan Jualan ,2
90b56528-f9e5-4a44-8b24-796a7cbe6d41,174,berdagang,10
238d078a-bce5-466a-b475-5a34abde195f,60,mengurus rumah,10
9a6d585c-e219-43d8-abc2-3af0864757b1,68,menjual hasil tanih,1
d1d23370-3cea-448f-a13c-d1fc4a395dfa,73,kader posyandu,1
2826a265-9dc8-443c-89f2-d2e3a23edf12,73,bola voli ,1
80960099-4df9-4e0b-9ea5-e7c20bc13ce6,77,Majelis Taklim,2
e89edf94-b05a-4344-9322-060406ba89b9,75,berkebun,4
0c03c04e-8f17-4abc-b92d-3c13187d4b8e,63,URUS ANAK,2
16c67744-69ac-4125-aecb-4664100cec5a,61,Menjual ikan di pasar,3
fcda6163-bac5-4d5f-a8e5-eb22f7b61f56,65,Meti-Meti,2
450392ba-a9a6-4a73-8b60-b5f1dfa4d922,65,menjaga kios,18
1821929e-0325-49a8-9738-43513bb4045e,59,membersihkan halaman rumah,1
8d970f98-6f8e-4a70-89b0-70d4270013a7,59,menyiapkan sarapan anak anak,1
b67a1154-96e8-4db5-9f19-e52260c47049,65,Meti-Meti,2
64de40e4-3176-44ff-be06-24b284b88cc1,61,Ikat dan membersihkan Rumput Laut,8
d1e2700f-e97b-45e0-988f-04b7210c1a18,61,Budidaya rumput laut,12
da6a67c2-6eb6-4ec7-bc45-968b8092b2b0,65,Menimbang Ikan,12
c731e623-38d5-4b46-b5e8-01c51e7ec0d0,51,mencuci pakaian,1
33bfed77-c85b-4d93-acbb-98f1005c50ab,51,membantu suami,1
11fd35ce-a3ce-4474-a541-951c979e63ce,71,menjual ikan,6
fb6721dd-1029-4cd3-bcd2-92b5aa2bd2c7,66,mencuci,3
e6afaade-811a-4063-a163-69f833487c30,72,menjual ikan,1
2b02e001-9944-4314-9fbb-a4b18efdecc3,51,membersihkan rumah,1
3dbda67d-41d8-499e-9572-2cd280373772,72,Jadi guru SD,1
6e7533b1-9828-47fb-8c90-35e0e3e6fe16,61,Membersihkan Rumput Laut,12
162e02f1-9092-4c97-b6e6-885974489092,66,Menjual ikan,3
523acbc2-689a-4bc7-8eab-71eed5c6fa17,66,menjual ikan,5
acfb3234-cf4a-41a8-bf20-a192b73cc7f8,71,seharian,7
059e656d-e5ec-4287-8f5e-e4990380384f,71,seharian,7
1698781b-a3f6-4638-b3a5-84275720cadd,71,seharian,6
3b338bda-8651-4f18-9672-672a28449f6e,66,mencuci pakaian,3
3bfec727-2523-40c6-b85a-899f6eb68a76,66,mencuci,2
a77d0653-9b5a-44f5-89a7-dee54b495dfd,66,berkebun,6
000be804-c638-4a0d-a9c7-914b3645a110,71,seharian,7
f46373a2-8208-4ba4-8c50-6162e8b21800,71,seharian,6
e5927611-7c72-4ece-8407-49ddea2cb2c5,66,bersih-bersih rumah,2
8900d8bf-dead-436a-81e0-af486e2c5da7,59,pengajian,2
405e7553-24ac-4d03-b468-ceea8075e983,66,Merawat anak,24
74416c6b-3c85-4974-8722-06a2fbee9373,61,Menjual ikan,8
8beb54e9-def2-4d21-9d30-b03e64b4969c,51,keripik ikan,7
545f08be-295c-4d85-95c3-ed152f19e1ba,57,Menenun,30
f8b5559e-e54f-490b-be47-0c485fb25ae0,77,memasak ,2
5a7a9b9f-d99d-41c8-a886-67b683b204cb,55,merawat anak,24
efea2f96-1986-4db6-b5ab-59df8cb4be2c,55,merawat anak,15
df4cfed4-871d-4943-8780-6dfac9550a8f,174,memasak,1
dc125349-f743-4ff5-a031-f96f86bc6085,55,merawat anak anak,24
20cc846c-525d-4547-ba5a-776af37d6982,55,merawat anak,24
32191c40-149e-4390-95b5-35c90d293d5b,55,memasak untuk keluarga,1
16ce7f9e-0d76-4625-9eed-0e9fe0834977,55,memasak ,1
16ce7f9e-0d76-4625-9eed-0e9fe0834977,55,menjual ikan,2
00a6d022-ba2e-4716-bb6c-e17cd9c490f1,55,menjual ikan,2
b48b03b1-46ea-4a6b-b407-c4f612e36f3b,55,menjual,2
ceb95def-8f18-403d-8836-d8e710abde98,70,mengarami ikan pari,1
3f8fd981-7607-46b9-bf51-b116aa8ff7cc,57,Turun Meti-Meti,3
18b50b33-b189-40e8-a67d-0207eb0e80f0,57,mencari kerang-kerangan,2
7581987f-de6b-4f14-a605-d15d03ed61ae,70,jualan es,8
82a74ff1-5529-4725-8293-c0cf14d4b867,57,mencari kerang,6
82a74ff1-5529-4725-8293-c0cf14d4b867,57,memasak,2
5b38e25a-b42d-4cb8-b75b-09efdad74153,57,mencari kerang,4
26b6e6a0-3245-4ea1-84c9-25fd5ff08d3d,57,menenung,2
531f3481-b5ad-41f3-87d6-7393bb3004fa,57,menenung,4
9015143f-5471-4035-a107-22b8bcd4032a,57,mencari kerang,3
c9e270b2-0c38-4b5d-82a6-a60db6746b74,174,pergi di kebun ,21
124b8f69-6b6e-4221-b070-2858ed3e405a,174,masak,3
b4cb3fa2-50d7-4f8d-aa9a-7f93adc9677c,174,merawat anak,10
0a082b1d-bb18-4199-a009-b2efcb4167a4,174,memasak ,3
4bceb938-8562-43b0-824f-909aeebe59bc,57,menenun,4
372243c0-4d9f-4d50-a6b2-3e3bb19ae8a4,57,jual ikan,2
11f1ecdd-0546-4295-b6e4-0e2f08dc24ba,57,mencari kerang,3
7d80259c-1ac0-49a7-86e0-69a87d9bb2d6,174,merawat anak,6
5a721a16-8b61-42ca-83a7-3df0a84cda54,60,memasak,3
5a721a16-8b61-42ca-83a7-3df0a84cda54,60,merawat anak,6
a16223ec-546b-4a44-9195-699d06021b73,174,mengurus anak,6
87cf0782-4cdf-4dd5-b367-d5368fc732d9,174,mengurus anak,3
87cf0782-4cdf-4dd5-b367-d5368fc732d9,174,memasak ,3
089d1afb-15ac-45ae-b92f-ed224bbb7379,174,memasak,3
9d4d8dd7-450c-4a09-902a-d8f087db214c,57,Menenun,6
81dd2968-5b06-4e7a-bdbb-c2fd5e852a92,57,Mencuci,2
5652536e-ccc5-4908-9fd8-53acc3b3b3ed,57,Memasak,1
74ca929b-0de4-40b4-9e15-5d723f6bb774,57,Merawat Anak,12
74ca929b-0de4-40b4-9e15-5d723f6bb774,57,Bersih-Bersih,1
74ca929b-0de4-40b4-9e15-5d723f6bb774,57,Belanja di pasar,3
6822c741-5203-46b3-9301-346afd661d9f,57,Mencuci,2
ed848b3b-db09-45ab-9303-b97bd35b37ac,57,Menjual kue,3
305ddb72-f39f-4f05-9588-a40160492836,69,Buat Ketupat,1
1aa06988-d621-4383-a98b-71223204b7f5,57,Tenung Kain,5
b8a0323d-2ea5-4eb4-9f12-cda5f0f48fe4,60,menyapu rumah ,14
319469e0-71d8-4feb-be12-4bd7f70efc97,69,Menjual Roti,2
dcb1ba79-62c3-4e53-994f-44383e228690,75,membersihkan rumah,4
